Player,Nation,Squad,Age,Born,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,Position_2,Position,League
Benoît Badiashile,FRA,Chelsea,22,2001,14.9,1173,1137,36,27,1,2,2,6,0,0,0,0,1065,0,6,,Defender,Premier League
Alex Baena,ESP,Villarreal,22,2001,28.7,1255,1087,153,38,28,15,175,15,95,44,37,1,893,15,32,Forward,Midfielder,La Liga
Jaime Báez,URU,Frosinone,28,1995,5.6,202,182,20,4,0,1,24,2,14,2,10,0,141,0,7,Midfielder,Forward,Serie A
Nicola Bagnolini,ITA,Bologna,19,2004,0.1,3,1,2,0,0,0,0,0,0,0,0,0,2,0,0,,Goalkeeper,Serie A
Leon Bailey,JAM,Aston Villa,25,1997,23.0,790,745,40,2,11,7,75,9,29,20,0,0,573,5,38,Forward,Midfielder,Premier League
Eric Bailly,CIV,Villarreal,29,1994,9.3,385,359,24,12,0,1,0,0,0,0,0,0,337,2,2,,Defender,La Liga
Stefan Bajcetic,ESP,Liverpool,18,2004,0.3,10,10,0,0,0,0,0,0,0,0,0,0,7,0,1,,Midfielder,Premier League
Nedim Bajrami,ALB,Sassuolo,24,1999,14.6,460,376,83,20,2,1,78,10,44,17,22,0,330,1,12,Forward,Midfielder,Serie A
Cédric Bakambu,COD,Betis,32,1991,2.2,39,35,4,0,0,0,0,0,0,0,0,0,26,0,2,,Forward,La Liga
Tiemoué Bakayoko,FRA,Lorient,28,1994,14.6,637,619,17,16,1,3,1,1,0,0,0,0,550,1,11,,Midfielder,Ligue 1
Mitchel Bakker,NED,Atalanta,23,2000,4.2,212,168,42,3,0,0,13,36,3,0,3,0,167,2,8,,Defender,Serie A
Ridle Baku,GER,Wolfsburg,25,1998,22.4,1048,896,150,16,5,4,54,124,10,9,0,0,789,2,20,Midfielder,Defender,Bundesliga
Dilane Bakwa,FRA,Strasbourg,20,2002,24.2,862,705,154,49,9,5,155,33,72,43,22,1,587,3,28,Midfielder,Forward,Ligue 1
Tommaso Baldanzi,ITA,Empoli,20,2003,8.3,257,223,29,6,0,0,16,9,10,4,3,0,201,5,8,Forward,Midfielder,Serie A
Tommaso Baldanzi,ITA,Roma,20,2003,5.8,205,201,4,0,1,0,7,4,0,0,0,0,175,0,2,Midfielder,Forward,Serie A
Alejandro Balde,ESP,Barcelona,19,2003,15.3,817,694,122,12,1,3,37,110,0,0,0,0,694,1,16,,Defender,La Liga
George Baldock,GRE,Sheffield Utd,30,1993,10.8,397,335,60,2,0,0,18,58,0,0,0,0,291,2,18,,Defender,Premier League
Carlos Baleba,CMR,Brighton,19,2004,14.7,775,767,6,6,0,5,0,0,0,0,0,0,713,2,10,,Midfielder,Premier League
Carlos Baleba,CMR,Lille,19,2004,0.7,45,45,0,0,0,0,0,0,0,0,0,0,39,0,0,,Midfielder,Ligue 1
Leonardo Balerdi,ARG,Marseille,24,1999,25.2,1628,1560,64,51,0,14,2,4,1,0,0,0,1402,4,12,,Defender,Ligue 1
Player,,Squad,Ag,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,,Po,Bundesliga
Iván Balliu,ALB,Rayo Vallecano,31,1992,31.9,1487,1082,395,24,2,6,68,371,0,0,0,0,1116,10,43,,Defender,La Liga
Fodé Ballo-Touré,SEN,Fulham,26,1997,0.8,78,57,20,2,0,0,4,18,0,0,0,0,56,1,3,Midfielder,Defender,Premier League
Folarin Balogun,USA,Monaco,22,2001,18.8,365,333,25,1,3,1,7,0,0,0,0,0,263,7,15,,Forward,Ligue 1
Jonathan Bamba,CIV,Celta Vigo,27,1996,22.0,769,745,19,4,8,2,50,11,1,1,0,0,590,5,31,Forward,Midfielder,La Liga
Mohamed Bamba,CIV,Lorient,21,2001,12.6,256,228,25,0,0,0,2,1,0,0,0,0,185,3,14,,Forward,Ligue 1
Samuel Bamba,GER,Dortmund,19,2004,0.5,20,19,1,0,0,0,4,1,0,0,0,0,14,0,1,,Forward,Bundesliga
Lameck Banda,ZAM,Lecce,22,2001,15.0,342,325,15,2,1,2,51,4,9,5,2,0,250,2,14,,Forward,Serie A
Daniel Bandeira,POR,Hellas Verona,23,2000,5.0,233,224,7,2,3,4,7,3,2,0,1,0,187,2,2,,Midfielder,Serie A
Mamady Bangré,BFA,Toulouse,22,2001,1.1,74,74,0,0,0,0,4,0,0,0,0,0,59,0,3,Midfielder,Forward,Ligue 1
Mattia Bani,ITA,Genoa,29,1993,25.6,1152,1059,88,45,0,1,1,6,0,0,0,0,962,5,8,,Defender,Serie A
Léo Baptistão,BRA,Almería,30,1992,20.4,568,534,31,0,1,3,27,8,0,0,0,0,366,3,30,,Forward,La Liga
Shandon Baptiste,GRN,Brentford,25,1998,2.5,90,87,3,0,0,0,3,1,0,0,0,0,66,0,5,,Midfielder,Premier League
Antonín Barák,CZE,Fiorentina,28,1994,9.0,392,372,20,3,0,1,4,4,1,0,0,0,338,0,13,Forward,Midfielder,Serie A
Valentín Barco,ARG,Brighton,19,2004,3.4,233,204,28,5,2,1,30,15,8,3,2,2,179,1,5,Forward,Defender,Premier League
Bradley Barcola,FRA,Lyon,20,2002,3.0,90,90,0,0,0,1,0,0,0,0,0,0,70,0,2,,Forward,Ligue 1
Bradley Barcola,FRA,Paris S-G,20,2002,15.2,562,553,5,2,4,1,18,3,0,0,0,0,436,4,16,Midfielder,Forward,Ligue 1
Melvin Bard,FRA,Nice,22,2000,29.5,1784,1509,266,32,0,2,70,233,1,1,0,0,1457,9,41,,Defender,Ligue 1
Nicolò Barella,ITA,Inter,26,1997,31.6,2168,2120,37,17,12,25,51,19,1,0,0,0,1835,11,37,,Midfielder,Serie A
Kike Barja,ESP,Osasuna,26,1997,3.4,114,110,4,1,0,0,23,1,2,2,0,0,83,0,3,Midfielder,Forward,La Liga
Ross Barkley,ENG,Luton Town,29,1993,29.1,1474,1329,139,94,4,24,45,14,16,8,8,0,1218,6,31,,Midfielder,Premier League
Aymen Barkok,MAR,Mainz 05,25,1998,3.6,184,171,13,0,1,0,13,8,4,2,2,0,118,0,4,Forward,Midfielder,Bundesliga
Harvey Barnes,ENG,Newcastle Utd,25,1997,8.9,272,262,8,2,1,2,12,4,0,0,0,0,208,2,13,Midfielder,Forward,Premier League
Leandro Barreiro Martins,LUX,Mainz 05,23,2000,29.0,925,900,20,18,0,3,5,2,0,0,0,0,679,5,24,,Midfielder,Bundesliga
Enzo Barrenechea,ARG,Frosinone,22,2001,31.2,1903,1795,104,88,1,13,1,3,0,0,0,0,1624,4,21,,Midfielder,Serie A
Ander Barrenetxea,ESP,Real Sociedad,21,2001,15.9,555,545,5,0,1,9,47,4,1,0,0,0,372,5,27,Midfielder,Forward,La Liga
Player,,Squad,Ag,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,,Po,Bundesliga
Pablo Barrios,ESP,Atlético Madrid,20,2003,17.3,873,847,16,11,3,3,16,4,1,0,0,0,728,10,10,,Midfielder,La Liga
Davide Bartesaghi,ITA,Milan,17,2005,0.9,35,28,7,0,0,0,0,7,0,0,0,0,28,0,2,Midfielder,Defender,Serie A
Marc Bartra,ESP,Betis,32,1991,2.5,118,107,9,9,0,1,0,0,0,0,0,0,101,2,0,,Defender,La Liga
Federico Baschirotto,ITA,Lecce,26,1996,36.6,1808,1668,136,66,0,10,3,9,0,0,0,0,1516,4,10,,Defender,Serie A
Steven Baseya,FRA,Strasbourg,18,2005,0.1,12,11,1,1,0,0,0,0,0,0,0,0,11,0,0,,Defender,Ligue 1
Chris Basham,ENG,Sheffield Utd,35,1988,3.6,138,125,13,1,0,1,4,12,0,0,0,0,103,0,2,Midfielder,Defender,Premier League
Toma Bašić,CRO,Salernitana,26,1996,12.9,540,503,35,22,1,6,25,7,6,1,4,0,442,2,11,,Midfielder,Serie A
Calvin Bassey,NGA,Fulham,23,1999,25.6,1674,1582,91,34,0,12,3,3,0,0,0,0,1440,1,20,,Defender,Premier League
Alessandro Bastoni,ITA,Inter,24,1999,25.2,1935,1787,139,58,1,29,76,71,0,0,0,0,1671,9,30,,Defender,Serie A
Simone Bastoni,ITA,Empoli,26,1996,8.3,360,281,76,17,2,2,36,41,16,4,9,0,246,3,12,Defender,Midfielder,Serie A
Augusto Batalla,ARG,Granada,27,1996,17.0,689,483,205,83,0,1,0,0,0,0,0,0,445,1,1,,Goalkeeper,La Liga
Daniel Batz,GER,Mainz 05,32,1991,4.0,153,120,33,12,0,0,0,0,0,0,0,0,104,0,0,,Goalkeeper,Bundesliga
Maximilian Bauer,GER,Augsburg,23,2000,9.0,491,452,39,17,0,0,1,15,0,0,0,0,423,0,3,,Defender,Bundesliga
Elias Baum,GER,Eint Frankfurt,17,2005,0.3,17,13,4,0,0,0,0,4,0,0,0,0,13,0,0,Midfielder,Defender,Bundesliga
Oliver Baumann,GER,Hoffenheim,33,1990,34.0,1412,1072,336,87,0,1,0,0,0,0,0,0,1055,4,0,,Goalkeeper,Bundesliga
Christoph Baumgartner,AUT,RB Leipzig,23,1999,12.9,456,443,8,5,4,1,8,3,0,0,0,0,340,5,15,Forward,Midfielder,Bundesliga
Bebé,CPV,Rayo Vallecano,33,1990,2.4,104,83,21,3,0,2,28,8,10,6,3,0,63,0,4,Forward,Midfielder,La Liga
Ihlas Bebou,TOG,Hoffenheim,29,1994,18.2,514,462,49,0,2,2,35,40,0,0,0,0,360,3,25,Defender,Forward,Bundesliga
Mohamed Bechikh,FRA,Strasbourg,18,2005,0.2,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,Midfielder,Forward,Ligue 1
Adrian Beck,GER,Heidenheim,26,1997,10.8,431,411,18,3,2,5,6,1,0,0,0,0,311,2,17,Forward,Midfielder,Bundesliga
Owen Beck,WAL,Liverpool,20,2002,0.1,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,,Defender,Premier League
Sheraldo Becker,SUR,Real Sociedad,28,1995,8.6,243,236,6,0,0,0,46,1,2,0,1,0,154,1,17,Midfielder,Forward,La Liga
Sheraldo Becker,SUR,Union Berlin,28,1995,7.2,280,261,18,0,0,1,57,13,1,0,0,1,183,1,13,Midfielder,Forward,Bundesliga
Chris Bedia,CIV,Union Berlin,27,1996,1.6,20,19,1,0,0,0,0,0,0,0,0,0,14,0,1,Midfielder,Forward,Bundesliga
Donny van de Beek,NED,Manchester Utd,26,1997,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,Defender,Premier League
Player,,Squad,Ag,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,,Po,Bundesliga
Donny van de Beek,NED,Eint Frankfurt,26,1997,4.0,139,134,5,1,1,0,7,0,4,0,4,0,109,0,5,Forward,Midfielder,Bundesliga
Yanis Begraoui,MAR,Toulouse,22,2001,3.3,97,89,6,1,0,0,5,1,2,0,1,0,70,2,1,Midfielder,Forward,Ligue 1
Kevin Behrens,GER,Wolfsburg,32,1991,6.8,175,171,3,0,1,0,4,0,0,0,0,0,112,1,4,,Forward,Bundesliga
Kevin Behrens,GER,Union Berlin,32,1991,14.0,336,323,11,0,2,0,6,3,0,0,0,0,215,2,15,,Forward,Bundesliga
Maximilian Beier,GER,Hoffenheim,20,2002,26.9,550,498,50,0,4,1,38,8,1,1,0,0,384,2,26,Midfielder,Forward,Bundesliga
Jérémie Bela,ANG,Clermont Foot,30,1993,2.3,100,94,6,1,0,0,14,2,3,2,0,0,70,0,5,Forward,Midfielder,Ligue 1
Reda Belahyane,FRA,Hellas Verona,19,2004,1.0,25,24,1,1,0,0,0,0,0,0,0,0,23,0,0,,Midfielder,Serie A
Reda Belahyane,FRA,Nice,19,2004,0.3,15,15,0,0,0,0,0,0,0,0,0,0,13,0,1,,Midfielder,Ligue 1
Amari'i Bell,JAM,Luton Town,29,1994,19.1,835,783,48,15,2,3,13,29,0,0,0,0,645,4,23,,Defender,Premier League
Stefan Bell,GER,Mainz 05,31,1991,7.4,370,364,6,6,0,0,1,0,0,0,0,0,297,0,4,,Defender,Bundesliga
Alaa Bellaarouch,MAR,Strasbourg,21,2002,15.0,504,404,97,36,0,1,0,0,0,0,0,0,352,3,1,,Goalkeeper,Ligue 1
Raoul Bellanova,ITA,Torino,23,2000,33.8,1579,1285,288,14,0,4,178,274,0,0,0,0,1232,6,44,,Defender,Serie A
Jean-Ricner Bellegarde,FRA,Wolves,25,1998,10.6,314,297,15,4,1,0,30,1,6,3,3,0,241,2,11,Forward,Midfielder,Premier League
Jean-Ricner Bellegarde,FRA,Strasbourg,25,1998,3.0,96,88,6,1,0,0,8,0,5,3,2,0,67,2,1,Forward,Midfielder,Ligue 1
Héctor Bellerín,ESP,Betis,28,1995,19.0,979,791,185,17,0,8,40,168,0,0,0,0,756,3,20,,Defender,La Liga
Jude Bellingham,ENG,Real Madrid,20,2003,25.7,1543,1490,43,18,18,14,21,12,1,1,0,0,1363,10,25,,Midfielder,La Liga
Jeanuël Belocian,FRA,Rennes,18,2005,16.1,862,807,55,9,0,5,13,43,0,0,0,0,759,0,8,,Defender,Ligue 1
Andrea Belotti,ITA,Fiorentina,29,1993,10.5,201,181,20,1,1,0,4,0,0,0,0,0,133,0,6,,Forward,Serie A
Andrea Belotti,ITA,Roma,29,1993,7.5,155,141,13,0,1,0,4,2,0,0,0,0,115,1,10,,Forward,Serie A
Fran Beltrán,ESP,Celta Vigo,24,1999,27.0,1364,1309,53,46,4,4,19,1,6,2,3,0,1180,2,19,,Midfielder,La Liga
Lucas Beltrán,ARG,Fiorentina,22,2001,18.8,459,438,19,2,4,3,7,4,0,0,0,0,360,2,15,Midfielder,Forward,Serie A
Eliesse Ben Seghir,MAR,Monaco,18,2005,4.8,215,206,8,2,2,2,13,4,1,0,1,0,174,1,4,Forward,Midfielder,Ligue 1
Anis Ben Slimane,TUN,Sheffield Utd,22,2001,4.7,139,129,7,1,1,0,0,0,0,0,0,0,92,3,7,,Midfielder,Premier League
Wissam Ben Yedder,FRA,Monaco,32,1990,25.7,752,698,51,3,12,2,9,3,0,0,0,0,555,3,25,,Forward,Ligue 1
Carlos Benavídez,URU,Alavés,25,1998,12.6,459,447,11,7,1,6,4,3,1,0,0,0,321,1,3,,Midfielder,La Liga
Player,,Squad,Ag,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,,Po,Bundesliga
Ismaël Bennacer,ALG,Milan,25,1997,12.8,818,772,43,21,7,3,32,5,17,4,8,0,711,3,11,,Midfielder,Serie A
Saïd Benrahma,ALG,West Ham,27,1995,6.9,257,253,2,2,5,0,17,0,0,0,0,0,193,2,9,Midfielder,Forward,Premier League
Saïd Benrahma,ALG,Lyon,27,1995,8.6,349,313,34,7,2,1,67,2,25,20,4,0,238,2,12,Midfielder,Forward,Ligue 1
Ramy Bensebaini,ALG,Dortmund,28,1995,11.5,851,746,105,22,1,4,21,83,0,0,0,0,702,0,26,,Defender,Bundesliga
Nabil Bentaleb,ALG,Lille,28,1994,21.9,1454,1405,45,42,4,18,6,2,1,1,0,0,1248,4,15,,Midfielder,Ligue 1
Rodrigo Bentancur,URU,Tottenham,26,1997,11.2,800,786,10,9,4,0,9,0,0,0,0,0,674,4,26,,Midfielder,Premier League
Daniel Bentley,ENG,Wolves,30,1993,4.3,144,98,46,13,0,0,0,0,0,0,0,0,96,0,0,,Goalkeeper,Premier League
Lucas Beraldo,BRA,Paris S-G,19,2003,11.2,968,912,56,22,1,3,2,33,0,0,0,0,867,0,10,,Defender,Ligue 1
Domenico Berardi,ITA,Sassuolo,28,1994,15.9,641,583,55,19,8,24,72,7,29,19,0,0,409,3,15,,Forward,Serie A
Yuri Berchiche,ESP,Athletic Club,33,1990,21.4,1304,1050,249,43,0,8,44,206,0,0,0,0,1078,5,26,,Defender,La Liga
Álex Berenguer,ESP,Athletic Club,28,1995,17.7,596,478,117,38,4,5,138,13,65,22,30,0,373,1,23,,Forward,La Liga
Bartosz Bereszyński,POL,Empoli,31,1992,19.6,867,685,177,31,0,2,16,146,0,0,0,0,673,5,27,,Defender,Serie A
Jóhann Berg Guðmundsson,ISL,Burnley,32,1990,13.2,544,465,77,28,4,5,70,7,39,18,12,5,396,2,14,Forward,Midfielder,Premier League
Sander Berge,NOR,Burnley,25,1998,33.4,1562,1529,31,21,7,10,12,1,0,0,0,0,1376,2,14,,Midfielder,Premier League
Etrit Berisha,ALB,Empoli,34,1989,14.0,494,356,134,44,0,1,0,0,0,0,0,0,339,4,0,,Goalkeeper,Serie A
Medon Berisha,ALB,Lecce,19,2003,2.3,98,91,7,3,0,2,3,0,3,2,1,0,84,0,1,Midfielder,Forward,Serie A
Mergim Berisha,GER,Hoffenheim,25,1998,1.6,33,30,2,0,1,1,2,0,0,0,0,0,22,1,2,,Forward,Bundesliga
Mergim Berisha,GER,Augsburg,25,1998,1.4,14,13,1,0,0,0,1,0,0,0,0,0,10,0,1,,Forward,Bundesliga
Isaac Bernal,ESP,Sevilla,23,2000,11.5,209,187,17,0,1,1,12,0,0,0,0,0,146,5,11,,Forward,La Liga
Bernardo,BRA,Bochum,28,1995,32.5,1622,1356,259,12,0,4,30,233,0,0,0,0,1167,7,34,,Defender,Bundesliga
Victor Bernth Kristiansen,DEN,Bologna,20,2002,25.6,1688,1452,231,24,0,4,35,207,0,0,0,0,1422,5,22,,Defender,Serie A
Matúš Bero,SVK,Bochum,27,1995,18.5,535,502,28,3,7,1,16,23,0,0,0,0,355,5,20,Forward,Midfielder,Bundesliga
Luke Berry,ENG,Luton Town,31,1992,3.6,99,83,16,4,0,0,8,2,6,5,1,0,64,0,3,Defender,Midfielder,Premier League
Dimitry Bertaud,COD,Montpellier,25,1998,4.0,142,103,38,15,0,0,0,0,0,0,0,0,91,1,0,,Goalkeeper,Ligue 1
Jan-Niklas Beste,GER,Heidenheim,24,1999,28.9,947,675,269,85,0,13,279,34,145,75,61,0,543,3,49,Midfielder,Forward,Bundesliga
Player,,Squad,Ag,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,,Po,Bundesliga
Beto,GNB,Everton,25,1998,10.6,180,179,1,0,1,1,5,1,0,0,0,0,108,0,6,,Forward,Premier League
Beto,GNB,Udinese,25,1998,0.8,11,9,2,0,0,0,0,0,0,0,0,0,10,0,0,,Forward,Serie A
Davide Bettella,ITA,Monza,23,2000,0.0,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0,,Midfielder,Serie A
Sam Beukema,NED,Bologna,24,1998,28.3,2055,1971,81,47,1,12,2,18,0,0,0,0,1842,3,13,,Defender,Serie A
Jordan Beyer,GER,Burnley,23,2000,13.7,861,840,19,14,1,5,0,4,0,0,0,0,766,2,9,,Defender,Premier League
Pep Biel,ESP,Augsburg,26,1996,3.2,123,113,10,3,0,1,14,0,6,1,4,0,99,0,2,Forward,Midfielder,Bundesliga
Jaka Bijol,SVN,Udinese,24,1999,23.2,822,790,29,22,1,5,1,2,0,0,0,0,645,3,4,,Defender,Serie A
El Bilal Touré,MLI,Atalanta,21,2001,4.4,126,124,2,0,1,1,2,0,0,0,0,0,92,0,6,,Forward,Serie A
Philip Billing,DEN,Bournemouth,27,1996,15.5,537,518,17,4,0,6,29,5,6,3,1,0,404,2,17,,Midfielder,Premier League
Cristiano Biraghi,ITA,Fiorentina,30,1992,26.2,1842,1329,510,103,0,14,226,298,109,28,53,0,1388,3,33,,Defender,Serie A
Davide Biraschi,ITA,Genoa,29,1994,1.0,37,28,9,2,0,0,0,7,0,0,0,0,31,0,0,,Defender,Serie A
Samuele Birindelli,ITA,Monza,24,1999,22.4,1104,939,160,11,1,14,54,148,1,0,0,0,902,5,31,,Defender,Serie A
Tom Bischof,GER,Hoffenheim,18,2005,2.0,112,106,6,1,0,1,11,0,5,1,3,0,90,0,4,Forward,Midfielder,Bundesliga
Yves Bissouma,MLI,Tottenham,26,1996,23.0,1842,1787,51,48,3,4,1,3,0,0,0,0,1689,4,19,,Midfielder,Premier League
Leonardo Bittencourt,GER,Werder Bremen,29,1993,17.5,829,802,22,10,7,3,40,7,5,2,2,0,665,5,16,,Midfielder,Bundesliga
Marco Bizot,NED,Brest,32,1991,32.0,1100,845,251,63,0,1,0,0,0,0,0,0,826,4,0,,Goalkeeper,Ligue 1
Antonio Blanco,ESP,Alavés,23,2000,27.0,1053,1018,30,25,4,21,15,2,3,1,0,0,811,5,27,,Midfielder,La Liga
Rubén Blanco,ESP,Marseille,28,1995,1.3,51,36,15,5,0,0,0,0,0,0,0,0,43,0,0,,Goalkeeper,Ligue 1
Hendry Blank,GER,Dortmund,18,2004,0.5,59,56,3,1,0,1,0,0,0,0,0,0,58,0,0,,Defender,Bundesliga
Ludovic Blas,FRA,Rennes,25,1997,17.4,506,468,36,14,1,4,53,4,18,6,5,0,395,2,12,Midfielder,Forward,Ligue 1
Janis Blaswich,GER,RB Leipzig,32,1991,21.0,957,786,170,36,0,0,0,0,0,0,0,0,836,1,1,,Goalkeeper,Bundesliga
Alexis Blin,FRA,Lecce,26,1996,18.2,779,744,30,18,1,2,11,8,0,0,0,0,671,5,9,,Midfielder,Serie A
Daley Blind,NED,Girona,33,1990,33.0,2585,2465,97,69,0,18,17,21,2,0,1,0,2304,23,27,,Defender,La Liga
Myron Boadu,NED,Monaco,22,2001,0.9,15,15,0,0,0,0,0,0,0,0,0,0,10,0,0,,Forward,Ligue 1
Benicio Boaitey,ENG,Brighton,19,2004,0.4,20,19,1,0,0,0,0,1,0,0,0,0,13,0,0,Defender,Forward,Premier League
Player,,Squad,Ag,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,,Po,Bundesliga
Jérôme Boateng,GER,Salernitana,34,1988,2.6,126,124,2,2,0,0,1,0,0,0,0,0,106,0,0,,Defender,Serie A
Oscar Bobb,NOR,Manchester City,20,2003,3.4,177,169,8,3,3,0,5,4,1,0,0,0,155,0,5,Midfielder,Forward,Premier League
Sacha Boey,FRA,Bayern Munich,22,2000,1.2,69,52,17,2,0,0,0,15,0,0,0,0,58,0,2,,Defender,Bundesliga
Jeremie Boga,CIV,Nice,26,1997,22.2,753,676,73,7,3,1,88,5,61,30,24,1,583,4,18,,Forward,Ligue 1
Jayden Bogle,ENG,Sheffield Utd,23,2000,31.0,968,802,164,8,1,3,40,155,0,0,0,0,684,2,32,,Defender,Premier League
Emil Bohinen,NOR,Genoa,24,1999,0.6,34,33,1,1,0,1,2,0,0,0,0,0,26,0,0,,Midfielder,Serie A
Emil Bohinen,NOR,Salernitana,24,1999,5.9,333,321,12,11,0,1,2,0,0,0,0,0,262,0,16,,Midfielder,Serie A
Adama Bojang,GAM,Reims,19,2004,0.9,27,23,4,0,0,0,1,0,0,0,0,0,17,0,3,,Forward,Ligue 1
Daniel Boloca,ROU,Sassuolo,24,1998,22.5,1064,1048,15,13,1,3,8,0,0,0,0,0,956,1,15,,Midfielder,Serie A
Willy Boly,CIV,Nott'ham Forest,32,1991,16.0,671,597,71,15,1,1,1,56,0,0,0,0,503,3,10,,Defender,Premier League
Giacomo Bonaventura,ITA,Fiorentina,33,1989,25.3,1126,1078,46,13,15,5,54,6,5,1,3,0,928,2,27,,Midfielder,Serie A
Federico Bonazzoli,ITA,Hellas Verona,26,1997,11.3,314,294,17,0,3,5,7,1,0,0,0,0,242,3,11,Midfielder,Forward,Serie A
Warren Bondo,FRA,Monza,19,2003,16.4,621,602,16,6,0,3,2,3,1,0,0,0,557,3,11,,Midfielder,Serie A
Giovanni Bonfanti,ITA,Atalanta,20,2003,1.0,57,52,5,2,0,0,2,3,0,0,0,0,46,0,2,,Defender,Serie A
Victor Boniface,NGA,Leverkusen,22,2000,17.2,385,367,15,1,4,3,3,5,0,0,0,0,278,3,17,,Forward,Bundesliga
Kevin Bonifazi,ITA,Bologna,27,1996,1.0,82,80,2,2,0,0,0,0,0,0,0,0,72,0,1,,Defender,Serie A
Kevin Bonifazi,ITA,Frosinone,27,1996,3.4,145,133,12,8,0,1,0,4,0,0,0,0,123,0,4,,Defender,Serie A
Leonardo Bonucci,ITA,Union Berlin,36,1987,5.1,248,236,11,7,0,1,6,4,0,0,0,0,190,1,0,,Defender,Bundesliga
Ângelo Borges,BRA,Strasbourg,18,2004,12.2,426,410,15,3,4,1,42,4,5,3,1,0,300,1,13,Midfielder,Forward,Ligue 1
Neto Borges,BRA,Clermont Foot,26,1996,28.0,1422,1213,209,9,3,3,79,195,1,0,0,0,1148,0,27,,Defender,Ligue 1
Yvandro Borges Sanches,LUX,Gladbach,19,2004,0.2,11,11,0,0,0,0,3,0,0,0,0,0,7,0,2,Forward,Midfielder,Bundesliga
Sebastiaan Bornauw,BEL,Wolfsburg,24,1999,15.9,842,800,42,26,0,0,1,0,0,0,0,0,737,0,3,,Defender,Bundesliga
Rafael Borré,COL,Werder Bremen,27,1995,11.0,301,284,15,0,2,4,12,6,0,0,0,0,223,2,9,,Forward,Bundesliga
Gennaro Borrelli,ITA,Frosinone,23,2000,0.3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,,Forward,Serie A
Adri Bosch,ESP,Granada,22,2001,0.3,14,13,1,1,0,0,0,0,0,0,0,0,11,0,0,,Defender,La Liga
Player,,Squad,Ag,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,,Po,Bundesliga
Erik Botheim,NOR,Salernitana,23,2000,3.5,65,61,4,0,0,1,1,0,0,0,0,0,48,0,1,Midfielder,Forward,Serie A
Sven Botman,NED,Newcastle Utd,23,2000,15.3,1017,981,36,32,0,5,0,2,0,0,0,0,921,0,3,,Defender,Premier League
Saïmon Bouabré,FRA,Monaco,17,2006,0.5,17,17,0,0,0,0,0,0,0,0,0,0,15,0,1,,Midfielder,Ligue 1
Ayyoub Bouaddi,FRA,Lille,15,2007,1.5,115,115,0,0,0,0,2,0,0,0,0,0,103,0,3,,Midfielder,Ligue 1
Badredine Bouanani,ALG,Nice,18,2004,1.8,70,70,0,0,0,1,8,0,0,0,0,0,54,0,3,,Forward,Ligue 1
Badredine Bouanani,ALG,Lorient,18,2004,4.9,180,161,18,6,0,4,10,6,6,3,1,0,146,1,8,,Midfielder,Ligue 1
Mohamed Bouchenna,FRA,Clermont Foot,17,2006,0.3,8,8,0,0,0,0,0,0,0,0,0,0,8,0,0,Forward,Midfielder,Ligue 1
Hicham Boudaoui,ALG,Nice,23,1999,17.9,717,703,11,8,3,0,23,1,1,0,0,0,601,3,18,,Midfielder,Ligue 1
Yassine Bounou,MAR,Sevilla,32,1991,1.0,31,21,10,3,0,0,0,0,0,0,0,0,20,0,0,,Goalkeeper,La Liga
Mehdi Bourabia,MAR,Frosinone,31,1991,2.2,98,96,2,2,1,0,2,0,0,0,0,0,76,0,4,,Midfielder,Serie A
Benjamin Bourigeaud,FRA,Rennes,29,1994,26.9,1566,1354,207,62,7,14,165,45,96,33,48,0,1197,5,34,Forward,Midfielder,Ligue 1
Bilal Boutobba,FRA,Clermont Foot,24,1998,10.3,395,367,27,11,5,0,57,4,12,10,2,0,273,1,16,Midfielder,Forward,Ligue 1
Hugo Boutsingkham,FRA,Nantes,20,2003,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Forward,Midfielder,Ligue 1
Edoardo Bove,ITA,Roma,21,2002,19.8,780,764,11,10,3,3,8,1,0,0,0,0,649,5,19,,Midfielder,Serie A
