Player,Nation,Squad,Age,Born,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Position_2,Position,League
Jan-Carlo Simic,SRB,Milan,18,2005,1.6,1,1,1,0,0,0,0,0,0,5,4,1,0,1,3,0,,Defender,Serie A
Moses Simon,NGA,Nantes,28,1995,19.9,7,5,2,5,0,2,8,25.0,6,9,1,8,3,10,5,1,Midfielder,Forward,Ligue 1
Unai Simón,ESP,Athletic Club,26,1997,35.4,2,1,1,1,0,2,3,66.7,1,0,0,0,1,3,9,0,,Goalkeeper,La Liga
Xavi Simons,NED,RB Leipzig,20,2003,29.5,30,17,10,11,9,15,31,48.4,16,23,0,23,16,46,4,0,,Midfielder,Bundesliga
Wilfried Singo,CIV,Monaco,22,2000,24.3,34,25,18,14,2,17,26,65.4,9,27,14,13,51,85,81,2,,Defender,Ligue 1
Luis Sinisterra,COL,Bournemouth,24,1999,7.8,23,12,9,10,4,9,16,56.3,7,18,0,18,8,31,4,0,Midfielder,Forward,Premier League
Daley Sinkgraven,NED,Las Palmas,28,1995,4.3,11,5,6,5,0,2,8,25.0,6,5,3,2,6,17,9,0,,Defender,La Liga
Jailson Siqueira,BRA,Celta Vigo,27,1995,10.0,27,18,22,5,0,13,24,54.2,11,13,5,8,12,39,32,0,Midfielder,Defender,La Liga
Ayanda Sishuba,BEL,Lens,18,2005,0.7,3,1,0,2,1,1,2,50.0,1,1,0,1,0,3,0,0,Forward,Midfielder,Ligue 1
Ibrahima Sissoko,MLI,Strasbourg,25,1997,18.2,47,33,13,25,9,23,30,76.7,7,21,8,13,19,66,30,0,,Midfielder,Ligue 1
Moussa Sissoko,FRA,Nantes,33,1989,20.2,27,16,13,8,6,12,25,48.0,13,8,2,6,12,39,31,0,,Midfielder,Ligue 1
Antonio Sivera,ESP,Alavés,26,1996,34.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,17,1,,Goalkeeper,La Liga
Tim Skarke,GER,Darmstadt 98,26,1996,26.7,26,16,12,10,4,10,28,35.7,18,25,2,23,6,32,20,0,Defender,Forward,Bundesliga
Ellyes Skhiri,TUN,Eint Frankfurt,28,1995,24.1,44,24,18,19,7,19,36,52.8,17,33,4,29,39,83,47,2,,Midfielder,Bundesliga
Player,,Squad,Ag,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,,Po,Bundesliga
Oliver Skipp,ENG,Tottenham,22,2000,7.9,18,12,9,6,3,11,18,61.1,7,12,1,11,3,21,9,0,Defender,Midfielder,Premier League
Leo Skiri Østigård,NOR,Napoli,23,1999,18.1,24,12,13,10,1,6,11,54.5,5,18,12,6,16,40,65,0,,Defender,Serie A
Łukasz Skorupski,POL,Bologna,32,1991,32.0,2,2,2,0,0,2,3,66.7,1,0,0,0,1,3,11,3,,Goalkeeper,Serie A
Robert Skov,DEN,Hoffenheim,27,1996,14.0,24,16,15,8,1,17,36,47.2,19,17,4,13,10,34,23,1,Forward,Defender,Bundesliga
Milan Škriniar,SVK,Paris S-G,28,1995,18.1,24,18,17,7,0,14,22,63.6,8,19,10,9,12,36,51,2,,Defender,Ligue 1
Naatan Skyttä,FIN,Toulouse,21,2002,1.3,4,4,2,1,1,1,1,100.0,0,0,0,0,0,4,0,0,Forward,Midfielder,Ligue 1
Chris Smalling,ENG,Roma,33,1989,4.3,1,1,1,0,0,1,4,25.0,3,6,5,1,5,6,8,0,,Defender,Serie A
Adam Smith,ENG,Bournemouth,32,1991,23.9,37,23,18,11,8,19,39,48.7,20,28,11,17,21,58,62,0,,Defender,Premier League
Emile Smith Rowe,ENG,Arsenal,23,2000,3.9,4,1,2,2,0,2,4,50.0,2,3,1,2,3,7,1,0,,Midfielder,Premier League
Hrvoje Smolčić,CRO,Eint Frankfurt,22,2000,3.9,7,3,7,0,0,4,5,80.0,1,3,1,2,6,13,23,1,,Defender,Bundesliga
Cédric Soares,POR,Arsenal,31,1991,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Defender,Premier League
Danilo Soares,BRA,Bochum,31,1991,3.9,10,6,5,3,2,5,8,62.5,3,6,0,6,7,17,11,0,,Defender,Bundesliga
Eduard Sobol,UKR,Strasbourg,28,1995,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,Defender,Ligue 1
Rubén Sobrino,ESP,Cádiz,31,1992,18.3,52,28,18,26,8,22,51,43.1,29,26,2,24,16,68,18,0,Forward,Midfielder,La Liga
Andrea Sodero,ITA,Empoli,18,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Midfielder,Serie A
Emran Soglo,ENG,Marseille,18,2005,1.2,2,1,0,2,0,1,3,33.3,2,6,0,6,1,3,3,0,Defender,Midfielder,Ligue 1
Alex Sola,ESP,Alavés,24,1999,14.0,27,15,11,9,7,14,26,53.8,12,18,2,16,11,38,16,0,Midfielder,Forward,La Liga
Alex Sola,ESP,Real Sociedad,24,1999,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,Midfielder,Defender,La Liga
Dominic Solanke,ENG,Bournemouth,25,1997,36.9,23,11,3,13,7,10,29,34.5,19,24,5,19,7,30,43,0,,Forward,Premier League
Ola Solbakken,NOR,Roma,24,1998,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Forward,Serie A
Carlos Soler,ESP,Paris S-G,26,1997,12.1,15,10,9,2,4,6,21,28.6,15,10,3,7,5,20,11,1,Defender,Midfielder,Ligue 1
Jhon Solis,COL,Girona,18,2004,4.3,10,8,4,5,1,4,12,33.3,8,8,3,5,8,18,7,1,,Midfielder,La Liga
Manor Solomon,ISR,Tottenham,24,1999,2.2,3,3,1,1,1,1,2,50.0,1,4,0,4,3,6,2,0,,Forward,Premier League
Daniele Sommariva,ITA,Genoa,26,1997,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Goalkeeper,Serie A
Yann Sommer,SUI,Inter,34,1988,34.0,2,1,2,0,0,2,2,100.0,0,1,0,1,0,2,7,1,,Goalkeeper,Serie A
Player,,Squad,Ag,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,,Po,Bundesliga
Brandon Soppy,FRA,Torino,21,2002,2.0,2,2,1,1,0,2,6,33.3,4,2,0,2,0,2,3,1,,Defender,Serie A
David Soria,ESP,Getafe,30,1993,37.9,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,21,6,,Goalkeeper,La Liga
Alberto Soro,ESP,Granada,24,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Midfielder,La Liga
Alessandro Sorrentino,ITA,Monza,21,2002,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Goalkeeper,Serie A
Borna Sosa,CRO,Stuttgart,25,1998,0.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Defender,Forward,Bundesliga
Hugo Sotelo,ESP,Celta Vigo,19,2003,8.0,19,17,3,13,3,8,20,40.0,12,7,1,6,2,21,5,0,,Midfielder,La Liga
Florian Sotoca,FRA,Lens,32,1990,28.9,33,22,9,21,3,17,38,44.7,21,41,4,37,20,53,34,0,Forward,Midfielder,Ligue 1
Riccardo Sottil,ITA,Fiorentina,24,1999,12.3,10,5,5,1,4,3,8,37.5,5,12,0,12,2,12,2,0,,Forward,Serie A
Tomáš Souček,CZE,West Ham,28,1995,31.9,53,35,24,26,3,21,47,44.7,26,55,28,27,37,90,109,0,,Midfielder,Premier League
Matìas Soulé,ARG,Frosinone,20,2003,34.7,41,27,12,14,15,19,40,47.5,21,38,4,34,18,59,9,0,Midfielder,Forward,Serie A
Boubakary Soumaré,FRA,Sevilla,24,1999,25.4,39,28,24,14,1,14,26,53.8,12,25,7,18,26,65,20,1,,Midfielder,La Liga
Issa Soumaré,SEN,Le Havre,22,2000,2.6,2,0,2,0,0,0,4,0.0,4,0,0,0,0,2,2,0,Midfielder,Forward,Ligue 1
Vinicius Souza,BRA,Sheffield Utd,24,1999,29.6,125,76,59,51,15,41,74,55.4,33,57,17,40,32,157,75,1,,Midfielder,Premier League
Djibril Sow,SUI,Sevilla,26,1997,16.2,28,21,15,8,5,9,25,36.0,16,20,3,17,17,45,8,1,,Midfielder,La Liga
Saidou Sow,GUI,Strasbourg,21,2002,8.0,20,12,17,3,0,9,13,69.2,4,7,4,3,12,32,36,3,,Defender,Ligue 1
Çağlar Söyüncü,TUR,Atlético Madrid,27,1996,1.3,1,1,1,0,0,0,0,0,0,1,0,1,1,2,7,0,,Defender,La Liga
Djed Spence,ENG,Genoa,22,2000,9.5,16,10,12,4,0,8,10,80.0,2,20,5,15,8,24,28,0,,Defender,Serie A
Stijn Spierings,NED,Toulouse,27,1996,16.8,53,40,26,20,7,29,52,55.8,23,22,5,17,26,79,32,0,,Midfielder,Ligue 1
Stijn Spierings,NED,Lens,27,1996,1.3,1,0,0,1,0,1,1,100.0,0,2,1,1,2,3,1,0,,Midfielder,Ligue 1
Leonardo Spinazzola,ITA,Roma,30,1993,14.6,15,7,10,5,0,8,18,44.4,10,8,2,6,3,18,15,0,,Defender,Serie A
Marco Sportiello,ITA,Milan,31,1992,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,Goalkeeper,Serie A
Anton Stach,GER,Hoffenheim,24,1998,25.8,73,42,40,27,6,33,63,52.4,30,38,12,26,72,145,67,1,,Midfielder,Bundesliga
Anton Stach,GER,Mainz 05,24,1998,1.9,3,0,2,0,1,2,4,50.0,2,5,0,5,2,5,5,0,,Midfielder,Bundesliga
Jens Stage,DEN,Werder Bremen,26,1996,25.9,52,22,21,23,8,18,50,36.0,32,42,23,19,23,75,55,0,,Midfielder,Bundesliga
Benjamin Stambouli,FRA,Reims,32,1990,3.2,9,7,3,5,1,6,11,54.5,5,3,1,2,2,11,8,0,,Midfielder,Ligue 1
Player,,Squad,Ag,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,,Po,Bundesliga
Josip Stanišić,CRO,Leverkusen,23,2000,14.0,38,20,19,13,6,22,33,66.7,11,18,3,15,9,47,26,0,,Defender,Bundesliga
Carl Starfelt,SWE,Celta Vigo,28,1995,24.6,36,30,30,5,1,19,28,67.9,9,35,28,7,34,70,159,2,,Defender,La Liga
Niklas Stark,GER,Werder Bremen,28,1995,12.1,26,15,13,11,2,12,18,66.7,6,14,7,7,19,45,61,1,,Defender,Bundesliga
Jason Steele,ENG,Brighton,32,1990,17.0,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,8,1,,Goalkeeper,Premier League
Pascal Stenzel,GER,Stuttgart,27,1996,11.8,18,8,7,9,2,10,30,33.3,20,22,8,14,15,33,26,0,,Defender,Bundesliga
Leonidas Stergiou,SUI,Stuttgart,21,2002,6.6,15,8,7,7,1,9,13,69.2,4,8,1,7,5,20,13,0,,Defender,Bundesliga
Raheem Sterling,ENG,Chelsea,28,1994,22.0,21,10,7,8,6,12,26,46.2,14,13,0,13,13,34,9,1,Midfielder,Forward,Premier League
Trivante Stewart,JAM,Salernitana,23,2000,1.1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Midfielder,Forward,Serie A
Angelo Stiller,GER,Hoffenheim,22,2001,0.9,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,3,0,,Midfielder,Bundesliga
Angelo Stiller,GER,Stuttgart,22,2001,29.9,55,33,15,34,6,24,42,57.1,18,41,13,28,28,83,25,2,,Midfielder,Bundesliga
Kevin Stöger,AUT,Bochum,29,1993,29.6,49,30,21,21,7,25,63,39.7,38,46,4,42,19,68,18,0,,Midfielder,Bundesliga
Filip Stojilković,SUI,Darmstadt 98,23,2000,1.7,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,Midfielder,Forward,Bundesliga
John Stones,ENG,Manchester City,29,1994,11.8,2,1,1,0,1,0,3,0.0,3,11,7,4,10,12,21,0,Midfielder,Defender,Premier League
Thomas Strakosha,ALB,Brentford,28,1995,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Goalkeeper,Premier League
Jørgen Strand Larsen,NOR,Celta Vigo,23,2000,31.8,21,11,1,15,5,8,38,21.1,30,15,1,14,5,26,17,0,,Forward,La Liga
Gabriel Strefezza,BRA,Lecce,26,1997,12.4,24,17,8,7,9,14,20,70.0,6,17,0,17,7,31,11,0,,Forward,Serie A
Kevin Strootman,NED,Genoa,33,1990,13.4,34,19,13,18,3,15,31,48.4,16,20,6,14,7,41,22,0,,Midfielder,Serie A
Cristhian Stuani,URU,Girona,36,1986,8.9,14,11,4,6,4,4,7,57.1,3,9,2,7,5,19,13,0,,Forward,La Liga
Álex Suárez,ESP,Las Palmas,30,1993,28.5,53,36,33,15,5,31,37,83.8,6,33,14,19,18,71,84,0,,Defender,La Liga
Damián Suárez,URU,Getafe,35,1988,14.4,36,21,16,16,4,26,45,57.8,19,13,3,10,10,46,31,0,,Defender,La Liga
Denis Suárez,ESP,Villarreal,29,1994,1.5,0,0,0,0,0,0,2,0.0,2,2,2,0,0,0,4,0,Forward,Midfielder,La Liga
Gabriel Suazo,CHI,Toulouse,25,1997,26.2,66,32,40,19,7,38,86,44.2,48,37,4,33,26,92,33,0,,Defender,Ligue 1
Isaac Success,NGA,Udinese,27,1996,9.8,6,4,0,5,1,1,3,33.3,2,6,1,5,2,8,11,0,Midfielder,Forward,Serie A
Niklas Süle,GER,Dortmund,27,1995,16.8,18,10,14,3,1,11,16,68.8,5,25,14,11,25,43,58,2,,Defender,Bundesliga
Ibrahim Sulemana,GHA,Cagliari,20,2003,14.9,36,14,15,15,6,17,27,63.0,10,24,5,19,7,43,23,0,,Midfielder,Serie A
Player,,Squad,Ag,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,,Po,Bundesliga
Tomáš Suslov,SVK,Hellas Verona,21,2002,23.2,42,30,11,22,9,15,47,31.9,32,15,0,15,6,48,8,0,Forward,Midfielder,Serie A
Suso,ESP,Sevilla,29,1993,16.9,24,17,14,8,2,8,28,28.6,20,9,0,9,5,29,4,0,Forward,Midfielder,La Liga
Mattias Svanberg,SWE,Wolfsburg,24,1999,19.1,37,17,8,19,10,12,38,31.6,26,25,5,20,21,58,28,0,,Midfielder,Bundesliga
Max Svensson,ESP,Osasuna,,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,Forward,La Liga
Mile Svilar,SRB,Roma,23,1999,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,Goalkeeper,Serie A
Williot Swedberg,SWE,Celta Vigo,19,2004,4.9,9,4,3,6,0,5,8,62.5,3,11,1,10,0,9,4,0,Midfielder,Forward,La Liga
Karol Świderski,POL,Hellas Verona,26,1997,5.6,7,3,1,3,3,2,3,66.7,1,6,4,2,1,8,8,0,Midfielder,Forward,Serie A
Abakar Sylla,CIV,Strasbourg,20,2002,19.9,54,23,30,19,5,29,40,72.5,11,40,11,29,26,80,70,2,,Defender,Ligue 1
Dembo Sylla,GUI,Lorient,20,2002,0.5,1,1,0,1,0,0,0,0,0,0,0,0,1,2,2,0,,Defender,Ligue 1
Issiaga Sylla,GUI,Montpellier,29,1994,16.2,28,17,20,6,2,16,34,47.1,18,21,7,14,23,51,53,0,Forward,Defender,Ligue 1
Mamadou Sylla,SEN,Alavés,29,1994,0.2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,Midfielder,Forward,La Liga
Attila Szalai,HUN,Hoffenheim,25,1998,3.2,3,1,3,0,0,1,4,25.0,3,6,2,4,1,4,7,0,,Defender,Bundesliga
Attila Szalai,HUN,Freiburg,25,1998,1.1,1,1,1,0,0,1,2,50.0,1,5,2,3,1,2,11,1,,Defender,Bundesliga
Wojciech Szczęsny,POL,Juventus,33,1990,35.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,2,,Goalkeeper,Serie A
Dominik Szoboszlai,HUN,Liverpool,22,2000,23.4,32,19,12,12,8,16,50,32.0,34,37,2,35,15,47,16,1,,Midfielder,Premier League
Przemysław Szymiński,POL,Frosinone,29,1994,0.1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,Midfielder,Serie A
Alexander Sørloth,NOR,Villarreal,27,1995,27.7,6,3,1,2,3,2,6,33.3,4,9,4,5,0,6,26,0,,Forward,La Liga
Musa Al-Taamari,JOR,Montpellier,26,1997,21.4,20,16,10,5,5,9,21,42.9,12,18,2,16,4,24,5,0,,Forward,Ligue 1
Nicolás Tagliafico,ARG,Lyon,30,1992,23.6,54,34,23,22,9,22,49,44.9,27,25,8,17,28,82,43,0,,Defender,Ligue 1
Jonathan Tah,GER,Leverkusen,27,1996,29.2,19,9,10,7,2,5,16,31.3,11,28,23,5,23,42,97,1,,Defender,Bundesliga
Montassar Talbi,TUN,Lorient,25,1998,24.5,38,22,23,13,2,19,32,59.4,13,39,23,16,32,70,114,0,,Defender,Ligue 1
Yassin Tallal,ESP,Getafe,18,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Forward,La Liga
Adrien Tameze,CMR,Torino,29,1994,23.8,35,16,13,18,4,18,37,48.6,19,24,11,13,47,82,25,2,Midfielder,Defender,Serie A
Renato Tapia,PER,Celta Vigo,28,1995,14.9,41,29,19,19,3,14,25,56.0,11,31,7,24,21,62,50,1,Defender,Midfielder,La Liga
Edmond Tapsoba,BFA,Leverkusen,24,1999,23.2,34,25,17,15,2,17,24,70.8,7,21,10,11,24,58,52,3,,Defender,Bundesliga
Player,,Squad,Ag,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,,Po,Bundesliga
Matt Targett,ENG,Newcastle Utd,27,1995,0.9,2,0,1,1,0,1,1,100.0,0,1,0,1,0,2,2,0,,Defender,Premier League
Oussama Targhalline,MAR,Le Havre,21,2002,11.4,23,11,16,7,0,15,25,60.0,10,9,3,6,20,43,14,2,,Midfielder,Ligue 1
James Tarkowski,ENG,Everton,30,1992,38.0,61,42,46,14,1,27,48,56.3,21,82,56,26,56,117,191,2,,Defender,Premier League
César Tárrega,ESP,Valencia,21,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,Defender,La Liga
Jimi Tauriainen,ENG,Chelsea,19,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Forward,Premier League
Nuno Tavares,POR,Nott'ham Forest,23,2000,5.1,11,7,9,1,1,8,9,88.9,1,6,0,6,1,12,21,0,,Defender,Premier League
Marcus Tavernier,ENG,Bournemouth,24,1999,23.5,53,34,25,22,6,26,48,54.2,22,31,3,28,5,58,23,0,,Forward,Premier League
Elayis Tavsan,NED,Hellas Verona,22,2001,0.6,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Forward,Midfielder,Serie A
Charlie Taylor,ENG,Burnley,29,1993,25.9,35,20,19,14,2,17,35,48.6,18,27,11,16,19,54,78,0,,Defender,Premier League
Marciano Tchami,GNB,Almería,19,2004,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,Forward,La Liga
Loum Tchaouna,FRA,Salernitana,19,2003,23.3,20,10,5,13,2,10,20,50.0,10,20,1,19,4,24,16,1,Midfielder,Forward,Serie A
Jackson Tchatchoua,CMR,Hellas Verona,21,2001,19.2,39,26,25,12,2,23,48,47.9,25,17,7,10,23,62,49,2,,Defender,Serie A
Enzo Tchato,CMR,Montpellier,20,2002,12.5,26,17,18,4,4,11,25,44.0,14,20,7,13,11,37,25,0,,Defender,Ligue 1
Aurélien Tchouaméni,FRA,Real Madrid,23,2000,22.1,38,23,19,17,2,9,18,50.0,9,21,13,8,28,66,52,1,Defender,Midfielder,La Liga
Mathys Tel,FRA,Bayern Munich,18,2005,11.7,12,2,3,4,5,4,6,66.7,2,11,0,11,6,18,6,0,Midfielder,Forward,Bundesliga
Nathan Tella,NGA,Leverkusen,24,1999,9.1,13,8,6,5,2,5,10,50.0,5,10,0,10,3,16,8,0,Midfielder,Defender,Bundesliga
Nahuel Tenaglia,ARG,Alavés,27,1996,12.7,29,19,22,4,3,16,28,57.1,12,14,8,6,12,41,59,0,,Defender,La Liga
Arnau Tenas,ESP,Paris S-G,22,2001,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Goalkeeper,Ligue 1
Marc-André ter Stegen,GER,Barcelona,31,1992,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,,Goalkeeper,La Liga
Filippo Terracciano,ITA,Hellas Verona,20,2003,14.4,30,19,23,6,1,17,31,54.8,14,24,6,18,20,50,17,0,,Defender,Serie A
Filippo Terracciano,ITA,Milan,20,2003,0.8,2,2,1,1,0,1,3,33.3,2,3,0,3,0,2,1,0,Forward,Defender,Serie A
Pietro Terracciano,ITA,Fiorentina,33,1990,33.0,1,1,1,0,0,1,3,33.3,2,1,0,1,0,1,8,0,,Goalkeeper,Serie A
Ramón Terrats,ESP,Villarreal,22,2000,8.7,17,13,8,8,1,7,15,46.7,8,11,1,10,3,20,9,0,Defender,Midfielder,La Liga
Martin Terrier,FRA,Rennes,26,1997,17.0,14,9,3,8,3,6,14,42.9,8,21,4,17,9,23,17,0,Midfielder,Forward,Ligue 1
Kenny Tete,NED,Fulham,27,1995,9.6,27,17,19,6,2,11,19,57.9,8,10,3,7,16,43,35,0,,Defender,Premier League
Player,,Squad,Ag,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,,Po,Bundesliga
Benjamin Tetteh,GHA,Metz,26,1997,3.1,6,6,1,5,0,4,7,57.1,3,0,0,0,0,6,1,0,Midfielder,Forward,Ligue 1
Teddy Teuma,MLT,Reims,29,1993,23.5,54,36,19,21,14,25,62,40.3,37,33,4,29,20,74,6,0,,Midfielder,Ligue 1
Florian Thauvin,FRA,Udinese,30,1993,19.0,7,4,2,4,1,4,13,30.8,9,9,1,8,3,10,2,0,,Forward,Serie A
Arthur Theate,BEL,Rennes,23,2000,25.5,30,17,19,6,5,24,37,64.9,13,40,23,17,31,61,90,2,,Defender,Ligue 1
Norman Theuerkauf,GER,Heidenheim,36,1987,14.0,24,16,13,7,4,13,22,59.1,9,16,6,10,14,38,21,0,Defender,Midfielder,Bundesliga
Malick Thiaw,GER,Milan,21,2001,18.0,34,17,15,17,2,12,25,48.0,13,23,13,10,13,47,55,0,,Defender,Serie A
Jan Thielmann,GER,Köln,21,2002,17.5,28,18,13,9,6,12,24,50.0,12,31,6,25,8,36,28,0,Defender,Forward,Bundesliga
Denis Thomalla,GER,Heidenheim,30,1992,5.0,9,6,4,4,1,5,11,45.5,6,3,2,1,4,13,13,0,Forward,Midfielder,Bundesliga
Luke Thomas,ENG,Sheffield Utd,22,2001,10.2,20,9,13,6,1,8,14,57.1,6,23,5,18,10,30,27,0,,Defender,Premier League
Adrien Thomasson,FRA,Lens,29,1993,13.3,25,14,4,16,5,11,34,32.4,23,14,0,14,9,34,10,1,,Midfielder,Ligue 1
Morten Thorsby,NOR,Genoa,27,1996,12.9,19,11,9,8,2,7,14,50.0,7,21,5,16,4,23,20,0,,Midfielder,Serie A
Kristian Thorstvedt,NOR,Sassuolo,24,1999,26.6,40,22,7,28,5,22,44,50.0,22,25,9,16,21,61,36,0,,Midfielder,Serie A
Khéphren Thuram,FRA,Nice,22,2001,23.4,42,29,13,23,6,20,40,50.0,20,21,10,11,18,60,37,0,,Midfielder,Ligue 1
Marcus Thuram,FRA,Inter,25,1997,29.9,23,15,9,9,5,4,13,30.8,9,26,3,23,4,27,19,0,,Forward,Serie A
Cheikh Tidiane Sabaly,SEN,Metz,24,1999,15.3,40,20,23,12,5,16,40,40.0,24,19,2,17,10,50,14,0,Midfielder,Forward,Ligue 1
Youri Tielemans,BEL,Aston Villa,26,1997,18.0,41,20,17,18,6,16,40,40.0,24,23,3,20,15,56,9,0,Forward,Midfielder,Premier League
Kieran Tierney,SCO,Real Sociedad,26,1997,13.8,37,24,16,18,3,18,27,66.7,9,22,8,14,10,47,45,0,,Defender,La Liga
Phillip Tietz,GER,Augsburg,26,1997,26.5,23,14,7,13,3,6,15,40.0,9,17,3,14,6,29,35,0,,Forward,Bundesliga
Steffen Tigges,GER,Köln,25,1998,8.1,10,6,4,5,1,3,7,42.9,4,4,2,2,1,11,12,0,,Forward,Bundesliga
Antonio Tikvić,CRO,Udinese,19,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Defender,Serie A
Jurriën Timber,NED,Arsenal,22,2001,0.8,2,2,1,1,0,0,0,0,0,1,0,1,0,2,1,0,,Defender,Premier League
Jean-Clair Todibo,FRA,Nice,23,1999,29.5,58,28,35,17,6,34,56,60.7,22,34,15,19,38,96,97,1,,Defender,Ligue 1
Harry Toffolo,ENG,Nott'ham Forest,27,1995,16.2,26,14,20,6,0,15,24,62.5,9,34,13,21,14,40,49,0,,Defender,Premier League
Umut Tohumcu,GER,Hoffenheim,18,2004,11.2,16,12,9,7,0,6,19,31.6,13,11,1,10,6,22,12,0,,Midfielder,Bundesliga
Corentin Tolisso,FRA,Lyon,28,1994,19.3,33,21,13,11,9,14,33,42.4,19,26,9,17,10,43,18,0,,Midfielder,Ligue 1
Player,,Squad,Ag,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,,Po,Bundesliga
Jeremy Toljan,GER,Sassuolo,28,1994,23.1,13,10,8,4,1,9,15,60.0,6,17,5,12,16,29,49,1,,Defender,Serie A
Rafael Tolói,ITA,Atalanta,32,1990,10.7,20,9,7,8,5,14,27,51.9,13,9,4,5,13,33,29,0,,Defender,Serie A
Raúl de Tomás,ESP,Rayo Vallecano,28,1994,14.1,9,5,4,3,2,3,6,50.0,3,3,0,3,1,10,8,0,,Forward,La Liga
Tiago Tomás,POR,Wolfsburg,21,2002,11.5,5,2,3,0,2,1,6,16.7,5,13,0,13,3,8,9,0,Midfielder,Forward,Bundesliga
Takehiro Tomiyasu,JPN,Arsenal,24,1998,12.8,20,9,15,4,1,11,18,61.1,7,10,4,6,18,38,33,0,,Defender,Premier League
James Tomkins,ENG,Crystal Palace,34,1989,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,Defender,Premier League
Fikayo Tomori,ENG,Milan,25,1997,23.6,42,24,29,10,3,18,29,62.1,11,34,23,11,26,68,75,1,,Defender,Serie A
Sandro Tonali,ITA,Newcastle Utd,23,2000,4.9,7,7,4,2,1,3,9,33.3,6,3,0,3,2,9,4,0,,Midfielder,Premier League
Ivan Toney,ENG,Brentford,27,1996,16.1,15,5,2,7,6,6,14,42.9,8,5,1,4,10,25,18,0,,Forward,Premier League
Pablo Torre,ESP,Girona,20,2003,7.8,5,2,0,5,0,4,10,40.0,6,10,2,8,4,9,6,1,Forward,Midfielder,La Liga
Raúl Torrente,ESP,Granada,21,2001,13.9,29,16,20,9,0,17,22,77.3,5,16,10,6,11,40,68,2,,Defender,La Liga
