Player,Nation,Squad,Age,Born,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Position_2,Position,League
Matias Arezo,URU,Granada,20,2002,4.1,0,12,4,33.3,2.93,0.98,0.00,0.00,18.1,0,0,0,1.2,1.2,0.10,-1.2,-1.2,,Forward,La Liga
Iñigo Arguibide,ESP,Osasuna,18,2005,0.2,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Defender,La Liga
Yoël Armougom,FRA,Clermont Foot,25,1998,2.6,0,2,0,0.0,0.77,0.00,0.00,0,28.1,0,0,0,0.0,0.0,0.02,0.0,0.0,Midfielder,Defender,Ligue 1
José Arnaiz,ESP,Osasuna,28,1995,10.3,2,29,9,31.0,2.81,0.87,0.07,0.22,22.7,5,0,0,1.7,1.7,0.06,+0.3,+0.3,Midfielder,Forward,La Liga
Hákon Arnar Haraldsson,ISL,Lille,20,2003,14.3,2,12,6,50.0,0.84,0.42,0.17,0.33,18.2,0,0,0,0.8,0.8,0.06,+1.2,+1.2,Midfielder,Forward,Ligue 1
Marko Arnautović,AUT,Inter,34,1989,8.9,5,17,9,52.9,1.91,1.01,0.29,0.56,11.5,0,0,0,5.0,5.0,0.29,0.0,0.0,,Forward,Serie A
Maximilian Arnold,GER,Wolfsburg,29,1994,27.8,2,32,12,37.5,1.15,0.43,0.06,0.17,27.8,8,0,0,1.0,1.0,0.03,+1.0,+1.0,,Midfielder,Bundesliga
Mohamed El Arouch,FRA,Lyon,19,2004,0.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Forward,Ligue 1
Sergio Arribas,ESP,Almería,21,2001,22.7,9,60,22,36.7,2.64,0.97,0.15,0.41,16.8,1,0,0,8.6,8.6,0.15,+0.4,+0.4,Forward,Midfielder,La Liga
Kepa Arrizabalaga,ESP,Real Madrid,28,1994,13.3,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Goalkeeper,La Liga
Arthur,BRA,Leverkusen,20,2003,2.0,0,2,1,50.0,0.98,0.49,0.00,0.00,21.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,,Defender,Bundesliga
Takuma Asano,JPN,Bochum,28,1994,22.1,6,65,23,35.4,2.95,1.04,0.09,0.26,14.9,0,0,0,7.9,7.9,0.12,-1.9,-1.9,Midfielder,Forward,Bundesliga
Marco Asensio,ESP,Paris S-G,27,1996,12.4,4,27,10,37.0,2.18,0.81,0.15,0.40,19.2,1,0,0,3.2,3.2,0.12,+0.8,+0.8,Forward,Midfielder,Ligue 1
Kristjan Asllani,ALB,Inter,21,2002,8.7,1,15,4,26.7,1.72,0.46,0.07,0.25,27.1,1,0,0,0.6,0.6,0.04,+0.4,+0.4,,Midfielder,Serie A
Joel Asoro,SWE,Metz,24,1999,9.4,2,6,3,50.0,0.64,0.32,0.33,0.67,15.4,0,0,0,0.6,0.6,0.10,+1.4,+1.4,Midfielder,Forward,Ligue 1
Jonathan Asp Jensen,DEN,Bayern Munich,17,2006,0.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Forward,Bundesliga
Iago Aspas,ESP,Celta Vigo,35,1987,30.1,9,74,23,31.1,2.46,0.76,0.08,0.26,20.0,6,3,5,11.5,7.5,0.10,-2.5,-1.5,,Forward,La Liga
Lorenz Assignon,TOG,Burnley,23,2000,13.7,1,9,4,44.4,0.66,0.29,0.11,0.25,22.1,0,0,0,0.4,0.4,0.04,+0.6,+0.6,,Defender,Premier League
Lorenz Assignon,TOG,Rennes,23,2000,11.2,1,11,4,36.4,0.98,0.36,0.09,0.25,22.9,0,0,0,0.4,0.4,0.04,+0.6,+0.6,,Defender,Ligue 1
Youcef Atal,ALG,Nice,27,1996,4.0,1,4,1,25.0,1.00,0.25,0.25,1.00,22.6,0,0,0,0.1,0.1,0.03,+0.9,+0.9,,Defender,Ligue 1
Valentin Atangana Edoa,FRA,Reims,17,2005,6.2,0,9,2,22.2,1.46,0.32,0.00,0.00,19.9,0,0,0,0.5,0.5,0.05,-0.5,-0.5,,Midfielder,Ligue 1
Arthur Atta,FRA,Metz,20,2003,10.3,1,9,4,44.4,0.88,0.39,0.11,0.25,16.2,0,0,0,0.6,0.6,0.06,+0.4,+0.4,Forward,Midfielder,Ligue 1
Noah Atubolu,GER,Freiburg,21,2002,34.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Goalkeeper,Bundesliga
Pierre-Emerick Aubameyang,GAB,Marseille,34,1989,29.1,17,112,47,42.0,3.84,1.61,0.12,0.28,15.8,5,4,4,20.5,17.3,0.16,-3.5,-4.3,,Forward,Ligue 1
Emil Audero,ITA,Inter,26,1997,3.7,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Goalkeeper,Serie A
Tommaso Augello,ITA,Cagliari,28,1994,26.9,1,10,3,30.0,0.37,0.11,0.10,0.33,24.1,1,0,0,0.5,0.5,0.05,+0.5,+0.5,,Defender,Serie A
Carlos Augusto,BRA,Inter,24,1999,19.2,0,22,6,27.3,1.15,0.31,0.00,0.00,17.1,0,0,0,1.0,1.0,0.05,-1.0,-1.0,,Defender,Serie A
Yann Aurel Bisseck,GER,Inter,22,2000,10.0,2,12,4,33.3,1.19,0.40,0.17,0.50,12.7,0,0,0,0.9,0.9,0.07,+1.1,+1.1,,Defender,Serie A
Serge Aurier,CIV,Nott'ham Forest,30,1992,9.3,0,6,1,16.7,0.65,0.11,0.00,0.00,16.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Midfielder,Defender,Premier League
Ezequiel Ávila,ARG,Osasuna,29,1994,9.6,1,27,6,22.2,2.81,0.62,0.04,0.17,21.2,0,0,0,2.0,2.0,0.08,-1.0,-1.0,Midfielder,Forward,La Liga
Ezequiel Ávila,ARG,Betis,29,1994,3.3,1,9,3,33.3,2.72,0.91,0.11,0.33,21.9,0,0,0,0.7,0.7,0.08,+0.3,+0.3,,Forward,La Liga
Taiwo Awoniyi,NGA,Nott'ham Forest,25,1997,11.6,6,22,11,50.0,1.90,0.95,0.27,0.55,11.5,0,0,0,4.7,4.7,0.22,+1.3,+1.3,,Forward,Premier League
André Ayew,GHA,Le Havre,33,1989,12.3,5,32,12,37.5,2.61,0.98,0.16,0.42,15.1,1,0,0,3.1,3.1,0.10,+1.9,+1.9,,Forward,Ligue 1
Jordan Ayew,GHA,Crystal Palace,31,1991,28.3,4,48,19,39.6,1.70,0.67,0.08,0.21,18.2,0,0,0,3.9,3.9,0.08,+0.1,+0.1,Midfielder,Forward,Premier League
Neil El Aynaoui,FRA,Lens,22,2001,17.4,1,22,8,36.4,1.26,0.46,0.05,0.13,16.0,0,0,0,2.4,2.4,0.11,-1.4,-1.4,,Midfielder,Ligue 1
Sardar Azmoun,IRN,Roma,28,1995,6.5,3,16,7,43.8,2.46,1.08,0.19,0.43,13.1,0,0,0,2.9,2.9,0.20,+0.1,+0.1,Midfielder,Forward,Serie A
César Azpilicueta,ESP,Atlético Madrid,33,1989,15.8,0,2,2,100.0,0.13,0.13,0.00,0.00,20.3,0,0,0,0.6,0.6,0.32,-0.6,-0.6,,Defender,La Liga
Paulo Azzi,BRA,Cagliari,29,1994,10.6,0,21,2,9.5,1.99,0.19,0.00,0.00,20.0,0,0,0,1.2,1.2,0.06,-1.2,-1.2,Midfielder,Defender,Serie A
Oussama El Azzouzi,MAR,Bologna,22,2001,6.1,2,2,2,100.0,0.33,0.33,1.00,1.00,9.5,0,0,0,0.5,0.5,0.24,+1.5,+1.5,,Midfielder,Serie A
Abdellah Baallal,MAR,Clermont Foot,18,2004,0.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Midfielder,Ligue 1
Iddrisu Baba,GHA,Almería,27,1996,15.9,0,8,2,25.0,0.50,0.13,0.00,0.00,25.6,0,0,0,0.7,0.7,0.09,-0.7,-0.7,,Midfielder,La Liga
Srđan Babić,SRB,Almería,27,1996,1.0,0,1,0,0.0,1.00,0.00,0.00,0,11.6,0,0,0,0.0,0.0,0.04,0.0,0.0,,Defender,La Liga
Shavy Babicka,GAB,Toulouse,23,2000,4.1,1,8,4,50.0,1.93,0.97,0.13,0.25,18.7,0,0,0,0.6,0.6,0.07,+0.4,+0.4,Midfielder,Forward,Ligue 1
Aliou Badara Baldé,GUI,Nice,20,2002,0.8,0,3,2,66.7,3.91,2.61,0.00,0.00,19.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Defender,Forward,Ligue 1
Loïc Bade,FRA,Sevilla,23,2000,25.3,0,14,3,21.4,0.55,0.12,0.00,0.00,12.7,0,0,0,0.9,0.9,0.06,-0.9,-0.9,,Defender,La Liga
Milan Badelj,CRO,Genoa,34,1989,28.2,1,21,4,19.0,0.75,0.14,0.05,0.25,19.1,0,0,0,1.4,1.4,0.07,-0.4,-0.4,,Midfielder,Serie A
Matthias Bader,GER,Darmstadt 98,26,1997,20.0,1,17,1,5.9,0.85,0.05,0.06,1.00,22.3,0,0,0,0.7,0.7,0.04,+0.3,+0.3,Midfielder,Defender,Bundesliga
Benoît Badiashile,FRA,Chelsea,22,2001,14.9,0,6,1,16.7,0.40,0.07,0.00,0.00,14.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3,,Defender,Premier League
Alex Baena,ESP,Villarreal,22,2001,28.7,2,72,25,34.7,2.51,0.87,0.03,0.08,20.8,5,0,1,7.9,7.1,0.10,-5.9,-5.1,Forward,Midfielder,La Liga
Jaime Báez,URU,Frosinone,28,1995,5.6,1,9,2,22.2,1.62,0.36,0.11,0.50,23.5,1,0,0,0.5,0.5,0.05,+0.5,+0.5,Midfielder,Forward,Serie A
Nicola Bagnolini,ITA,Bologna,19,2004,0.1,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Goalkeeper,Serie A
Leon Bailey,JAM,Aston Villa,25,1997,23.0,10,53,18,34.0,2.31,0.78,0.19,0.56,16.1,1,0,0,6.3,6.3,0.12,+3.7,+3.7,Forward,Midfielder,Premier League
Eric Bailly,CIV,Villarreal,29,1994,9.3,0,2,0,0.0,0.21,0.00,0.00,0,9.7,0,0,0,0.2,0.2,0.11,-0.2,-0.2,,Defender,La Liga
Stefan Bajcetic,ESP,Liverpool,18,2004,0.3,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Midfielder,Premier League
Nedim Bajrami,ALB,Sassuolo,24,1999,14.6,2,32,9,28.1,2.20,0.62,0.06,0.22,21.8,3,0,0,2.5,2.5,0.08,-0.5,-0.5,Forward,Midfielder,Serie A
Cédric Bakambu,COD,Betis,32,1991,2.2,0,4,1,25.0,1.86,0.46,0.00,0.00,15.8,0,0,0,0.4,0.4,0.11,-0.4,-0.4,,Forward,La Liga
Tiemoué Bakayoko,FRA,Lorient,28,1994,14.6,2,12,7,58.3,0.82,0.48,0.17,0.29,15.8,0,0,0,1.7,1.7,0.15,+0.3,+0.3,,Midfielder,Ligue 1
Mitchel Bakker,NED,Atalanta,23,2000,4.2,1,5,1,20.0,1.18,0.24,0.20,1.00,14.8,0,0,0,0.2,0.2,0.04,+0.8,+0.8,,Defender,Serie A
Ridle Baku,GER,Wolfsburg,25,1998,22.4,1,27,9,33.3,1.21,0.40,0.04,0.11,15.9,1,0,0,1.8,1.8,0.07,-0.8,-0.8,Midfielder,Defender,Bundesliga
Dilane Bakwa,FRA,Strasbourg,20,2002,24.2,3,44,12,27.3,1.82,0.50,0.07,0.25,19.6,4,0,0,3.2,3.2,0.07,-0.2,-0.2,Midfielder,Forward,Ligue 1
Tommaso Baldanzi,ITA,Empoli,20,2003,8.3,2,14,6,42.9,1.69,0.72,0.14,0.33,20.0,0,0,0,2.1,2.1,0.15,-0.1,-0.1,Forward,Midfielder,Serie A
Tommaso Baldanzi,ITA,Roma,20,2003,5.8,0,15,3,20.0,2.61,0.52,0.00,0.00,18.0,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Midfielder,Forward,Serie A
Alejandro Balde,ESP,Barcelona,19,2003,15.3,0,5,1,20.0,0.33,0.07,0.00,0.00,21.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,,Defender,La Liga
George Baldock,GRE,Sheffield Utd,30,1993,10.8,0,1,0,0.0,0.09,0.00,0.00,0,22.2,0,0,0,0.0,0.0,0.02,0.0,0.0,,Defender,Premier League
Carlos Baleba,CMR,Brighton,19,2004,14.7,0,21,5,23.8,1.43,0.34,0.00,0.00,24.4,0,0,0,0.8,0.8,0.04,-0.8,-0.8,,Midfielder,Premier League
Carlos Baleba,CMR,Lille,19,2004,0.7,0,2,1,50.0,2.95,1.48,0.00,0.00,30.4,0,0,0,0.0,0.0,0.02,0.0,0.0,,Midfielder,Ligue 1
Leonardo Balerdi,ARG,Marseille,24,1999,25.2,2,14,4,28.6,0.55,0.16,0.14,0.50,17.4,0,0,0,0.9,0.9,0.06,+1.1,+1.1,,Defender,Ligue 1
Iván Balliu,ALB,Rayo Vallecano,31,1992,31.9,0,11,4,36.4,0.34,0.13,0.00,0.00,18.9,0,0,0,0.7,0.7,0.06,-0.7,-0.7,,Defender,La Liga
Fodé Ballo-Touré,SEN,Fulham,26,1997,0.8,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,Midfielder,Defender,Premier League
Folarin Balogun,USA,Monaco,22,2001,18.8,7,63,26,41.3,3.35,1.38,0.11,0.27,14.0,0,0,3,11.0,8.5,0.14,-4.0,-1.5,,Forward,Ligue 1
Jonathan Bamba,CIV,Celta Vigo,27,1996,22.0,3,41,14,34.1,1.86,0.64,0.07,0.21,19.2,0,0,0,3.0,3.0,0.07,0.0,0.0,Forward,Midfielder,La Liga
Mohamed Bamba,CIV,Lorient,21,2001,12.6,8,37,17,45.9,2.93,1.34,0.19,0.41,12.1,0,1,1,6.4,5.6,0.16,+1.6,+1.4,,Forward,Ligue 1
Samuel Bamba,GER,Dortmund,19,2004,0.5,0,2,0,0.0,3.83,0.00,0.00,0,12.6,0,0,0,0.3,0.3,0.13,-0.3,-0.3,,Forward,Bundesliga
Lameck Banda,ZAM,Lecce,22,2001,15.0,2,50,23,46.0,3.33,1.53,0.04,0.09,19.8,1,0,0,3.6,3.6,0.07,-1.6,-1.6,,Forward,Serie A
Daniel Bandeira,POR,Hellas Verona,23,2000,5.0,0,3,0,0.0,0.61,0.00,0.00,0,28.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,,Midfielder,Serie A
Mamady Bangré,BFA,Toulouse,22,2001,1.1,0,3,0,0.0,2.67,0.00,0.00,0,16.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Midfielder,Forward,Ligue 1
Mattia Bani,ITA,Genoa,29,1993,25.6,2,9,5,55.6,0.35,0.20,0.22,0.40,9.1,0,0,0,1.2,1.2,0.14,+0.8,+0.8,,Defender,Serie A
Léo Baptistão,BRA,Almería,30,1992,20.4,6,48,18,37.5,2.35,0.88,0.13,0.33,16.7,0,0,0,5.3,5.3,0.11,+0.7,+0.7,,Forward,La Liga
Shandon Baptiste,GRN,Brentford,25,1998,2.5,1,2,2,100.0,0.79,0.79,0.50,0.50,6.6,0,0,0,0.9,0.9,0.45,+0.1,+0.1,,Midfielder,Premier League
Antonín Barák,CZE,Fiorentina,28,1994,9.0,2,20,8,40.0,2.23,0.89,0.10,0.25,16.9,1,0,0,1.5,1.5,0.08,+0.5,+0.5,Forward,Midfielder,Serie A
Valentín Barco,ARG,Brighton,19,2004,3.4,0,4,2,50.0,1.17,0.59,0.00,0.00,24.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Forward,Defender,Premier League
Bradley Barcola,FRA,Lyon,20,2002,3.0,0,2,0,0.0,0.67,0.00,0.00,0,18.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,,Forward,Ligue 1
Bradley Barcola,FRA,Paris S-G,20,2002,15.2,4,31,11,35.5,2.04,0.72,0.13,0.36,13.8,0,0,0,4.5,4.5,0.15,-0.5,-0.5,Midfielder,Forward,Ligue 1
Melvin Bard,FRA,Nice,22,2000,29.5,1,15,5,33.3,0.51,0.17,0.07,0.20,24.6,2,0,0,0.5,0.5,0.04,+0.5,+0.5,,Defender,Ligue 1
Nicolò Barella,ITA,Inter,26,1997,31.6,2,40,12,30.0,1.26,0.38,0.05,0.17,18.2,0,0,0,5.1,5.1,0.13,-3.1,-3.1,,Midfielder,Serie A
Kike Barja,ESP,Osasuna,26,1997,3.4,0,4,2,50.0,1.19,0.59,0.00,0.00,14.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Midfielder,Forward,La Liga
Ross Barkley,ENG,Luton Town,29,1993,29.1,5,66,19,28.8,2.27,0.65,0.08,0.26,21.5,6,0,0,4.1,4.1,0.06,+0.9,+0.9,,Midfielder,Premier League
Aymen Barkok,MAR,Mainz 05,25,1998,3.6,1,11,6,54.5,3.08,1.68,0.09,0.17,17.2,0,0,1,1.7,0.9,0.08,-0.7,+0.1,Forward,Midfielder,Bundesliga
Harvey Barnes,ENG,Newcastle Utd,25,1997,8.9,5,27,12,44.4,3.03,1.35,0.19,0.42,16.0,0,0,0,3.6,3.6,0.13,+1.4,+1.4,Midfielder,Forward,Premier League
Leandro Barreiro Martins,LUX,Mainz 05,23,2000,29.0,4,38,13,34.2,1.31,0.45,0.11,0.31,16.4,0,0,0,4.5,4.5,0.12,-0.5,-0.5,,Midfielder,Bundesliga
Enzo Barrenechea,ARG,Frosinone,22,2001,31.2,0,20,3,15.0,0.64,0.10,0.00,0.00,22.8,2,0,0,0.6,0.6,0.03,-0.6,-0.6,,Midfielder,Serie A
Ander Barrenetxea,ESP,Real Sociedad,21,2001,15.9,4,37,12,32.4,2.33,0.76,0.11,0.33,17.7,1,0,0,3.5,3.5,0.10,+0.5,+0.5,Midfielder,Forward,La Liga
Pablo Barrios,ESP,Atlético Madrid,20,2003,17.3,0,17,7,41.2,0.98,0.41,0.00,0.00,21.8,0,0,0,0.9,0.9,0.05,-0.9,-0.9,,Midfielder,La Liga
Davide Bartesaghi,ITA,Milan,17,2005,0.9,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,Midfielder,Defender,Serie A
Marc Bartra,ESP,Betis,32,1991,2.5,0,3,0,0.0,1.20,0.00,0.00,0,11.6,0,0,0,0.2,0.2,0.07,-0.2,-0.2,,Defender,La Liga
Federico Baschirotto,ITA,Lecce,26,1996,36.6,0,17,6,35.3,0.46,0.16,0.00,0.00,10.8,0,0,0,1.7,1.5,0.09,-1.7,-1.5,,Defender,Serie A
Steven Baseya,FRA,Strasbourg,18,2005,0.1,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Defender,Ligue 1
Chris Basham,ENG,Sheffield Utd,35,1988,3.6,0,2,0,0.0,0.56,0.00,0.00,0,10.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Midfielder,Defender,Premier League
Toma Bašić,CRO,Salernitana,26,1996,12.9,0,12,1,8.3,0.93,0.08,0.00,0.00,27.0,1,0,0,0.6,0.6,0.05,-0.6,-0.6,,Midfielder,Serie A
Calvin Bassey,NGA,Fulham,23,1999,25.6,1,5,1,20.0,0.20,0.04,0.20,1.00,10.1,0,0,0,0.3,0.3,0.07,+0.7,+0.7,,Defender,Premier League
Alessandro Bastoni,ITA,Inter,24,1999,25.2,1,15,6,40.0,0.60,0.24,0.07,0.17,13.3,0,0,0,1.2,1.2,0.08,-0.2,-0.2,,Defender,Serie A
Simone Bastoni,ITA,Empoli,26,1996,8.3,1,7,1,14.3,0.85,0.12,0.14,1.00,21.9,2,0,0,0.4,0.4,0.06,+0.6,+0.6,Defender,Midfielder,Serie A
Augusto Batalla,ARG,Granada,27,1996,17.0,0,1,0,0.0,0.06,0.00,0.00,0,13.5,0,0,0,0.0,0.0,0.02,0.0,0.0,,Goalkeeper,La Liga
Daniel Batz,GER,Mainz 05,32,1991,4.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Goalkeeper,Bundesliga
Maximilian Bauer,GER,Augsburg,23,2000,9.0,1,4,1,25.0,0.44,0.11,0.25,1.00,5.2,0,0,0,1.4,1.4,0.34,-0.4,-0.4,,Defender,Bundesliga
Elias Baum,GER,Eint Frankfurt,17,2005,0.3,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,Midfielder,Defender,Bundesliga
Oliver Baumann,GER,Hoffenheim,33,1990,34.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Goalkeeper,Bundesliga
Christoph Baumgartner,AUT,RB Leipzig,23,1999,12.9,5,31,11,35.5,2.41,0.85,0.16,0.45,14.7,0,0,0,3.7,3.7,0.12,+1.3,+1.3,Forward,Midfielder,Bundesliga
Bebé,CPV,Rayo Vallecano,33,1990,2.4,2,15,4,26.7,6.37,1.70,0.07,0.25,30.2,3,1,1,1.4,0.7,0.04,+0.6,+0.3,Forward,Midfielder,La Liga
Ihlas Bebou,TOG,Hoffenheim,29,1994,18.2,7,38,14,36.8,2.09,0.77,0.18,0.50,17.1,0,0,0,4.9,4.9,0.13,+2.1,+2.1,Defender,Forward,Bundesliga
Mohamed Bechikh,FRA,Strasbourg,18,2005,0.2,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,Midfielder,Forward,Ligue 1
Adrian Beck,GER,Heidenheim,26,1997,10.8,1,12,3,25.0,1.11,0.28,0.08,0.33,13.5,0,0,0,1.7,1.7,0.15,-0.7,-0.7,Forward,Midfielder,Bundesliga
Owen Beck,WAL,Liverpool,20,2002,0.1,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Defender,Premier League
Sheraldo Becker,SUR,Real Sociedad,28,1995,8.6,2,21,9,42.9,2.45,1.05,0.10,0.22,17.1,0,0,0,1.4,1.4,0.07,+0.6,+0.6,Midfielder,Forward,La Liga
Sheraldo Becker,SUR,Union Berlin,28,1995,7.2,0,16,4,25.0,2.23,0.56,0.00,0.00,20.5,1,0,0,0.8,0.8,0.05,-0.8,-0.8,Midfielder,Forward,Bundesliga
Chris Bedia,CIV,Union Berlin,27,1996,1.6,1,3,1,33.3,1.86,0.62,0.33,1.00,16.9,0,0,0,0.2,0.2,0.07,+0.8,+0.8,Midfielder,Forward,Bundesliga
Donny van de Beek,NED,Manchester Utd,26,1997,0.0,0,1,0,0.0,30.00,0.00,0.00,0,16.1,0,0,0,0.0,0.0,0.04,0.0,0.0,,Defender,Premier League
Donny van de Beek,NED,Eint Frankfurt,26,1997,4.0,0,1,0,0.0,0.25,0.00,0.00,0,11.3,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Forward,Midfielder,Bundesliga
Yanis Begraoui,MAR,Toulouse,22,2001,3.3,0,8,4,50.0,2.40,1.20,0.00,0.00,17.2,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Midfielder,Forward,Ligue 1
Kevin Behrens,GER,Wolfsburg,32,1991,6.8,1,11,6,54.5,1.61,0.88,0.09,0.17,11.6,0,0,0,1.6,1.6,0.15,-0.6,-0.6,,Forward,Bundesliga
Kevin Behrens,GER,Union Berlin,32,1991,14.0,4,41,13,31.7,2.92,0.93,0.10,0.31,10.8,0,0,0,6.0,6.0,0.15,-2.0,-2.0,,Forward,Bundesliga
Maximilian Beier,GER,Hoffenheim,20,2002,26.9,16,82,39,47.6,3.05,1.45,0.20,0.41,15.4,0,0,0,11.4,11.4,0.14,+4.6,+4.6,Midfielder,Forward,Bundesliga
Jérémie Bela,ANG,Clermont Foot,30,1993,2.3,0,6,2,33.3,2.66,0.89,0.00,0.00,22.6,1,0,0,0.2,0.2,0.04,-0.2,-0.2,Forward,Midfielder,Ligue 1
Reda Belahyane,FRA,Hellas Verona,19,2004,1.0,0,1,1,100.0,1.00,1.00,0.00,0.00,26.6,0,0,0,0.0,0.0,0.03,0.0,0.0,,Midfielder,Serie A
Reda Belahyane,FRA,Nice,19,2004,0.3,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Midfielder,Ligue 1
Amari'i Bell,JAM,Luton Town,29,1994,19.1,0,2,2,100.0,0.10,0.10,0.00,0.00,18.8,0,0,0,0.3,0.3,0.13,-0.3,-0.3,,Defender,Premier League
Stefan Bell,GER,Mainz 05,31,1991,7.4,0,4,2,50.0,0.54,0.27,0.00,0.00,16.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,,Defender,Bundesliga
Alaa Bellaarouch,MAR,Strasbourg,21,2002,15.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Goalkeeper,Ligue 1
Raoul Bellanova,ITA,Torino,23,2000,33.8,1,32,3,9.4,0.95,0.09,0.03,0.33,16.6,0,0,0,2.0,2.0,0.06,-1.0,-1.0,,Defender,Serie A
Jean-Ricner Bellegarde,FRA,Wolves,25,1998,10.6,2,15,5,33.3,1.41,0.47,0.13,0.40,16.5,0,0,0,1.6,1.6,0.10,+0.4,+0.4,Forward,Midfielder,Premier League
Jean-Ricner Bellegarde,FRA,Strasbourg,25,1998,3.0,2,5,3,60.0,1.67,1.00,0.40,0.67,22.5,2,0,0,0.6,0.6,0.11,+1.4,+1.4,Forward,Midfielder,Ligue 1
Héctor Bellerín,ESP,Betis,28,1995,19.0,0,2,0,0.0,0.11,0.00,0.00,0,18.7,0,0,0,0.2,0.2,0.08,-0.2,-0.2,,Defender,La Liga
Jude Bellingham,ENG,Real Madrid,20,2003,25.7,19,62,34,54.8,2.41,1.32,0.29,0.53,14.8,0,1,1,11.1,10.3,0.17,+7.9,+7.7,,Midfielder,La Liga
Jeanuël Belocian,FRA,Rennes,18,2005,16.1,0,3,0,0.0,0.19,0.00,0.00,0,11.3,0,0,0,0.5,0.5,0.17,-0.5,-0.5,,Defender,Ligue 1
Andrea Belotti,ITA,Fiorentina,29,1993,10.5,3,33,9,27.3,3.13,0.85,0.09,0.33,13.9,0,0,0,3.7,3.7,0.11,-0.7,-0.7,,Forward,Serie A
Andrea Belotti,ITA,Roma,29,1993,7.5,3,15,8,53.3,1.99,1.06,0.20,0.38,13.9,0,0,0,2.4,2.4,0.16,+0.6,+0.6,,Forward,Serie A
Fran Beltrán,ESP,Celta Vigo,24,1999,27.0,0,21,3,14.3,0.78,0.11,0.00,0.00,25.8,0,0,0,0.7,0.7,0.03,-0.7,-0.7,,Midfielder,La Liga
Lucas Beltrán,ARG,Fiorentina,22,2001,18.8,6,30,7,23.3,1.60,0.37,0.17,0.71,15.5,0,1,1,3.8,3.0,0.10,+2.2,+2.0,Midfielder,Forward,Serie A
Eliesse Ben Seghir,MAR,Monaco,18,2005,4.8,2,14,4,28.6,2.94,0.84,0.14,0.50,19.8,1,0,0,0.8,0.8,0.06,+1.2,+1.2,Forward,Midfielder,Ligue 1
Anis Ben Slimane,TUN,Sheffield Utd,22,2001,4.7,0,8,3,37.5,1.72,0.64,0.00,0.00,18.2,0,0,0,0.8,0.8,0.10,-0.8,-0.8,,Midfielder,Premier League
Wissam Ben Yedder,FRA,Monaco,32,1990,25.7,16,63,29,46.0,2.45,1.13,0.24,0.52,11.5,0,1,1,12.4,11.6,0.18,+3.6,+3.4,,Forward,Ligue 1
