Player,Nation,Squad,Age,Born,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Position_2,Position,League
Arthur,BRA,Leverkusen,20,2003,2.0,131,7,35,42,56,8,131,5,2,40.0,3,60.0,79,485,307,8,6,2,2,3,88,28,,Defender,Bundesliga
Takuma Asano,JPN,Bochum,28,1994,22.1,636,17,71,218,363,95,636,37,16,43.2,18,48.6,378,2790,1280,56,27,28,47,33,428,167,Midfielder,Forward,Bundesliga
Marco Asensio,ESP,Paris S-G,27,1996,12.4,747,6,74,323,358,38,747,22,10,45.5,10,45.5,612,3466,1413,36,36,6,13,9,586,92,Forward,Midfielder,Ligue 1
Kristjan Asllani,ALB,Inter,21,2002,8.7,813,19,197,483,136,3,813,5,3,60.0,2,40.0,547,2487,1030,5,7,0,6,3,636,8,,Midfielder,Serie A
Joel Asoro,SWE,Metz,24,1999,9.4,263,7,59,111,101,11,263,35,12,34.3,19,54.3,178,1286,475,14,13,0,26,17,167,43,Midfielder,Forward,Ligue 1
Jonathan Asp Jensen,DEN,Bayern Munich,17,2006,0.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Forward,Bundesliga
Iago Aspas,ESP,Celta Vigo,35,1987,30.1,1546,11,99,650,816,137,1541,47,29,61.7,12,25.5,995,5117,2527,84,61,25,52,36,1146,202,,Forward,La Liga
Lorenz Assignon,TOG,Burnley,23,2000,13.7,670,46,210,270,207,30,670,32,13,40.6,17,53.1,283,1862,1063,38,16,12,27,13,303,57,,Defender,Premier League
Lorenz Assignon,TOG,Rennes,23,2000,11.2,712,26,158,323,237,21,712,23,10,43.5,13,56.5,489,2754,1380,28,19,7,13,5,431,67,,Defender,Ligue 1
Youcef Atal,ALG,Nice,27,1996,4.0,286,7,68,169,57,3,286,21,11,52.4,8,38.1,220,1488,701,9,14,1,5,3,193,5,,Defender,Ligue 1
Valentin Atangana Edoa,FRA,Reims,17,2005,6.2,264,13,69,136,65,11,264,8,2,25.0,5,62.5,166,1141,424,10,11,2,12,3,150,17,,Midfielder,Ligue 1
Arthur Atta,FRA,Metz,20,2003,10.3,544,33,138,291,121,16,544,29,12,41.4,16,55.2,364,2198,921,16,15,2,17,16,340,22,Forward,Midfielder,Ligue 1
Noah Atubolu,GER,Freiburg,21,2002,34.0,1461,1103,1440,22,0,0,1461,0,0,0,0,0,835,4754,2508,0,0,0,2,0,729,0,,Goalkeeper,Bundesliga
Pierre-Emerick Aubameyang,GAB,Marseille,34,1989,29.1,960,30,85,377,512,163,956,34,18,52.9,14,41.2,696,4062,1628,68,34,38,42,21,680,235,,Forward,Ligue 1
Emil Audero,ITA,Inter,26,1997,3.7,200,173,200,0,0,0,200,0,0,0,0,0,147,639,377,0,0,0,0,0,139,0,,Goalkeeper,Serie A
Tommaso Augello,ITA,Cagliari,28,1994,26.9,1544,97,529,625,408,9,1544,29,15,51.7,12,41.4,692,3963,2135,62,34,1,21,8,772,99,,Defender,Serie A
Carlos Augusto,BRA,Inter,24,1999,19.2,1285,96,425,553,317,52,1285,21,12,57.1,6,28.6,733,3634,1863,42,32,12,21,14,876,88,,Defender,Serie A
Yann Aurel Bisseck,GER,Inter,22,2000,10.0,737,88,350,306,84,19,737,13,5,38.5,7,53.8,497,2911,1551,24,24,1,10,4,576,20,,Defender,Serie A
Serge Aurier,CIV,Nott'ham Forest,30,1992,9.3,568,39,165,280,127,13,568,14,3,21.4,11,78.6,249,1039,532,10,15,1,9,8,347,29,Midfielder,Defender,Premier League
Ezequiel Ávila,ARG,Osasuna,29,1994,9.6,474,5,41,183,253,28,474,18,5,27.8,10,55.6,236,1037,429,14,16,5,12,1,314,75,Midfielder,Forward,La Liga
Ezequiel Ávila,ARG,Betis,29,1994,3.3,125,4,9,47,69,10,125,4,2,50.0,1,25.0,89,478,184,7,4,1,5,3,106,31,,Forward,La Liga
Taiwo Awoniyi,NGA,Nott'ham Forest,25,1997,11.6,294,14,30,153,118,43,294,16,8,50.0,7,43.8,168,748,320,8,6,6,38,11,209,45,,Forward,Premier League
André Ayew,GHA,Le Havre,33,1989,12.3,389,12,45,181,168,49,389,28,16,57.1,10,35.7,255,1466,501,14,10,5,25,20,273,65,,Forward,Ligue 1
Jordan Ayew,GHA,Crystal Palace,31,1991,28.3,1349,24,182,592,598,95,1349,130,52,40.0,57,43.8,836,5509,2119,74,55,20,85,80,967,173,Midfielder,Forward,Premier League
Neil El Aynaoui,FRA,Lens,22,2001,17.4,877,40,169,526,193,39,877,39,15,38.5,16,41.0,646,3426,1271,25,21,1,27,16,580,44,,Midfielder,Ligue 1
Sardar Azmoun,IRN,Roma,28,1995,6.5,232,6,24,110,101,29,232,13,4,30.8,7,53.8,137,607,206,5,9,1,17,10,171,35,Midfielder,Forward,Serie A
César Azpilicueta,ESP,Atlético Madrid,33,1989,15.8,1168,83,381,613,179,12,1168,6,1,16.7,3,50.0,624,3341,2153,39,22,3,10,6,752,39,,Defender,La Liga
Paulo Azzi,BRA,Cagliari,29,1994,10.6,620,30,166,249,216,19,620,28,13,46.4,11,39.3,295,2243,1398,47,39,5,14,5,328,42,Midfielder,Defender,Serie A
Oussama El Azzouzi,MAR,Bologna,22,2001,6.1,448,19,105,287,58,8,448,3,0,0.0,3,100.0,274,1340,577,4,3,0,5,5,345,8,,Midfielder,Serie A
Abdellah Baallal,MAR,Clermont Foot,18,2004,0.0,5,0,2,2,1,0,5,0,0,0,0,0,3,17,6,0,0,0,0,0,2,0,,Midfielder,Ligue 1
Iddrisu Baba,GHA,Almería,27,1996,15.9,822,47,254,521,58,4,822,19,14,73.7,3,15.8,460,2217,844,1,3,0,18,7,482,5,,Midfielder,La Liga
Srđan Babić,SRB,Almería,27,1996,1.0,69,5,29,38,2,1,69,0,0,0,0,0,44,285,199,1,1,0,0,0,49,0,,Defender,La Liga
Shavy Babicka,GAB,Toulouse,23,2000,4.1,182,3,17,63,104,12,182,15,6,40.0,9,60.0,132,912,379,17,4,6,13,3,127,64,Midfielder,Forward,Ligue 1
Aliou Badara Baldé,GUI,Nice,20,2002,0.8,58,1,5,19,36,5,58,10,3,30.0,6,60.0,35,353,161,5,5,1,2,0,28,8,Defender,Forward,Ligue 1
Loïc Bade,FRA,Sevilla,23,2000,25.3,1648,184,920,692,55,24,1648,21,11,52.4,10,47.6,846,4490,2358,15,8,1,12,4,1000,3,,Defender,La Liga
Milan Badelj,CRO,Genoa,34,1989,28.2,1696,81,425,1029,255,18,1696,33,17,51.5,13,39.4,904,3806,1728,18,17,1,31,19,1097,36,,Midfielder,Serie A
Matthias Bader,GER,Darmstadt 98,26,1997,20.0,1134,47,384,494,267,25,1134,48,18,37.5,24,50.0,588,3257,1673,38,30,6,36,14,629,66,Midfielder,Defender,Bundesliga
Benoît Badiashile,FRA,Chelsea,22,2001,14.9,1321,178,662,612,52,11,1321,1,0,0.0,0,0.0,765,3225,1734,3,5,1,6,4,976,3,,Defender,Premier League
Alex Baena,ESP,Villarreal,22,2001,28.7,1550,29,224,650,693,102,1549,53,26,49.1,24,45.3,908,5282,2765,84,58,23,66,33,1120,181,Forward,Midfielder,La Liga
Jaime Báez,URU,Frosinone,28,1995,5.6,248,5,31,110,111,14,248,10,5,50.0,3,30.0,143,892,431,12,6,2,11,11,174,39,Midfielder,Forward,Serie A
Nicola Bagnolini,ITA,Bologna,19,2004,0.1,4,4,4,0,0,0,4,0,0,0,0,0,1,10,1,0,0,0,0,0,1,0,,Goalkeeper,Serie A
Leon Bailey,JAM,Aston Villa,25,1997,23.0,1040,19,151,318,589,129,1040,119,57,47.9,50,42.0,717,5148,2495,102,47,41,51,41,764,226,Forward,Midfielder,Premier League
Eric Bailly,CIV,Villarreal,29,1994,9.3,459,79,282,175,9,3,459,8,7,87.5,0,0.0,243,1616,816,3,2,0,4,3,288,1,,Defender,La Liga
Stefan Bajcetic,ESP,Liverpool,18,2004,0.3,12,0,4,8,0,0,12,0,0,0,0,0,9,46,24,0,0,0,0,0,9,0,,Midfielder,Premier League
Nedim Bajrami,ALB,Sassuolo,24,1999,14.6,583,9,69,213,318,43,583,31,17,54.8,13,41.9,310,2647,1390,51,25,11,27,11,355,70,Forward,Midfielder,Serie A
Cédric Bakambu,COD,Betis,32,1991,2.2,66,0,3,35,28,11,66,3,1,33.3,2,66.7,35,210,110,5,2,3,11,4,50,12,,Forward,La Liga
Tiemoué Bakayoko,FRA,Lorient,28,1994,14.6,785,39,209,491,94,15,785,15,5,33.3,10,66.7,581,3428,1264,14,21,1,23,15,525,15,,Midfielder,Ligue 1
Mitchel Bakker,NED,Atalanta,23,2000,4.2,255,6,70,116,77,10,255,12,7,58.3,4,33.3,139,807,457,12,8,2,10,3,151,20,,Defender,Serie A
Ridle Baku,GER,Wolfsburg,25,1998,22.4,1328,52,313,574,457,54,1328,40,17,42.5,18,45.0,732,3412,1536,37,31,9,48,20,811,130,Midfielder,Defender,Bundesliga
Dilane Bakwa,FRA,Strasbourg,20,2002,24.2,1158,20,127,487,577,75,1158,121,52,43.0,62,51.2,806,6019,2898,94,76,24,49,38,756,204,Midfielder,Forward,Ligue 1
Tommaso Baldanzi,ITA,Empoli,20,2003,8.3,347,2,28,151,176,26,347,26,7,26.9,16,61.5,230,1420,641,20,16,6,19,13,260,40,Forward,Midfielder,Serie A
Tommaso Baldanzi,ITA,Roma,20,2003,5.8,261,1,26,122,116,19,261,22,8,36.4,10,45.5,176,1068,499,18,16,5,5,7,213,54,Midfielder,Forward,Serie A
Alejandro Balde,ESP,Barcelona,19,2003,15.3,979,35,215,394,384,40,979,53,20,37.7,20,37.7,567,3770,2213,73,36,20,32,16,664,141,,Defender,La Liga
George Baldock,GRE,Sheffield Utd,30,1993,10.8,505,66,200,192,116,9,505,11,6,54.5,4,36.4,238,988,463,9,3,4,9,9,258,24,,Defender,Premier League
Carlos Baleba,CMR,Brighton,19,2004,14.7,965,65,255,580,139,5,965,22,11,50.0,6,27.3,571,2903,1423,19,19,1,16,16,664,9,,Midfielder,Premier League
Carlos Baleba,CMR,Lille,19,2004,0.7,59,1,8,39,12,0,59,0,0,0,0,0,43,203,69,1,1,0,0,2,42,1,,Midfielder,Ligue 1
Leonardo Balerdi,ARG,Marseille,24,1999,25.2,1936,188,845,1036,73,18,1936,18,9,50.0,6,33.3,1412,7846,4056,19,23,0,17,10,1271,6,,Defender,Ligue 1
Iván Balliu,ALB,Rayo Vallecano,31,1992,31.9,1736,83,477,797,471,33,1736,20,7,35.0,10,50.0,708,3600,1825,50,29,5,28,11,876,100,,Defender,La Liga
Fodé Ballo-Touré,SEN,Fulham,26,1997,0.8,91,4,35,39,18,1,91,6,3,50.0,2,33.3,48,300,163,5,2,1,0,0,50,4,Midfielder,Defender,Premier League
Folarin Balogun,USA,Monaco,22,2001,18.8,620,5,30,248,345,140,617,41,11,26.8,28,68.3,501,2890,793,35,18,29,80,42,490,199,,Forward,Ligue 1
Jonathan Bamba,CIV,Celta Vigo,27,1996,22.0,1037,12,119,457,487,91,1037,106,42,39.6,53,50.0,754,4987,2946,107,48,31,49,24,805,169,Forward,Midfielder,La Liga
Mohamed Bamba,CIV,Lorient,21,2001,12.6,405,9,32,195,187,76,404,29,11,37.9,17,58.6,278,1675,762,25,22,13,31,25,281,69,,Forward,Ligue 1
Samuel Bamba,GER,Dortmund,19,2004,0.5,30,1,4,5,22,8,30,1,1,100.0,0,0.0,15,146,103,5,3,1,5,0,22,7,,Forward,Bundesliga
Lameck Banda,ZAM,Lecce,22,2001,15.0,602,2,75,231,315,61,602,99,42,42.4,50,50.5,414,3556,1752,70,34,34,57,29,404,136,,Forward,Serie A
Daniel Bandeira,POR,Hellas Verona,23,2000,5.0,276,12,47,164,67,2,276,4,3,75.0,0,0.0,124,718,392,9,4,1,4,6,160,8,,Midfielder,Serie A
Mamady Bangré,BFA,Toulouse,22,2001,1.1,97,2,14,33,50,13,97,5,1,20.0,4,80.0,76,542,312,10,5,2,4,4,69,12,Midfielder,Forward,Ligue 1
Mattia Bani,ITA,Genoa,29,1993,25.6,1418,230,868,517,37,17,1418,4,1,25.0,2,50.0,749,3417,1524,5,2,0,10,2,834,4,,Defender,Serie A
Léo Baptistão,BRA,Almería,30,1992,20.4,793,23,123,416,267,67,793,28,12,42.9,14,50.0,399,2131,1118,26,21,8,38,17,532,88,,Forward,La Liga
Shandon Baptiste,GRN,Brentford,25,1998,2.5,130,7,41,57,34,6,130,11,6,54.5,5,45.5,64,322,170,3,1,0,8,0,69,1,,Midfielder,Premier League
Antonín Barák,CZE,Fiorentina,28,1994,9.0,473,6,38,218,219,40,473,13,4,30.8,8,61.5,310,1648,634,17,23,1,15,16,372,64,Forward,Midfielder,Serie A
Valentín Barco,ARG,Brighton,19,2004,3.4,274,7,73,102,100,5,274,11,5,45.5,4,36.4,181,697,367,8,4,0,5,4,188,20,Forward,Defender,Premier League
Bradley Barcola,FRA,Lyon,20,2002,3.0,129,1,10,56,64,19,129,18,8,44.4,10,55.6,103,688,303,11,6,8,7,2,99,31,,Forward,Ligue 1
Bradley Barcola,FRA,Paris S-G,20,2002,15.2,802,16,97,251,475,103,802,94,46,48.9,43,45.7,639,4527,2538,93,50,50,45,11,613,216,Midfielder,Forward,Ligue 1
Melvin Bard,FRA,Nice,22,2000,29.5,2106,83,686,1010,449,22,2106,73,37,50.7,31,42.5,1447,8425,3915,60,87,7,41,14,1263,99,,Defender,Ligue 1
Nicolò Barella,ITA,Inter,26,1997,31.6,2425,43,424,1281,739,58,2425,59,29,49.2,24,40.7,1556,7283,3389,68,73,9,39,29,1941,144,,Midfielder,Serie A
Kike Barja,ESP,Osasuna,26,1997,3.4,165,5,15,55,98,14,165,22,11,50.0,8,36.4,109,712,357,17,8,5,17,7,128,41,Midfielder,Forward,La Liga
Ross Barkley,ENG,Luton Town,29,1993,29.1,1778,73,374,1012,430,39,1778,104,66,63.5,34,32.7,1006,6416,2807,48,49,4,27,56,1115,39,,Midfielder,Premier League
Aymen Barkok,MAR,Mainz 05,25,1998,3.6,238,2,19,116,103,19,237,8,2,25.0,4,50.0,123,655,344,14,4,5,12,5,174,33,Forward,Midfielder,Bundesliga
Harvey Barnes,ENG,Newcastle Utd,25,1997,8.9,360,5,48,117,200,60,360,25,7,28.0,14,56.0,266,1782,1093,45,21,23,12,16,285,79,Midfielder,Forward,Premier League
Leandro Barreiro Martins,LUX,Mainz 05,23,2000,29.0,1303,74,337,709,268,68,1303,33,15,45.5,15,45.5,487,2084,922,22,20,6,42,14,672,46,,Midfielder,Bundesliga
Enzo Barrenechea,ARG,Frosinone,22,2001,31.2,2213,104,622,1408,205,13,2213,18,8,44.4,8,44.4,1005,4013,1526,10,12,0,20,16,1385,24,,Midfielder,Serie A
Ander Barrenetxea,ESP,Real Sociedad,21,2001,15.9,794,8,82,307,415,68,794,78,38,48.7,30,38.5,526,3503,1479,56,35,22,55,45,586,163,Midfielder,Forward,La Liga
Pablo Barrios,ESP,Atlético Madrid,20,2003,17.3,1085,39,239,622,238,15,1085,47,35,74.5,9,19.1,660,3667,1661,37,39,3,40,23,776,56,,Midfielder,La Liga
Davide Bartesaghi,ITA,Milan,17,2005,0.9,51,8,25,18,8,0,51,1,0,0.0,1,100.0,23,157,53,1,3,0,1,2,29,4,Midfielder,Defender,Serie A
Marc Bartra,ESP,Betis,32,1991,2.5,141,22,86,49,7,4,141,2,2,100.0,0,0.0,91,406,215,2,3,0,1,2,90,0,,Defender,La Liga
Federico Baschirotto,ITA,Lecce,26,1996,36.6,2092,322,1171,876,53,24,2092,0,0,0,0,0,1138,6160,3312,28,9,0,12,4,1290,3,,Defender,Serie A
Steven Baseya,FRA,Strasbourg,18,2005,0.1,15,3,9,6,0,0,15,0,0,0,0,0,9,38,7,0,0,0,0,0,7,0,,Defender,Ligue 1
Chris Basham,ENG,Sheffield Utd,35,1988,3.6,185,26,84,69,32,5,185,4,3,75.0,1,25.0,72,320,163,1,4,0,2,2,89,6,Midfielder,Defender,Premier League
Toma Bašić,CRO,Salernitana,26,1996,12.9,679,43,175,394,121,6,679,15,10,66.7,5,33.3,366,1843,758,11,15,0,23,3,439,16,,Midfielder,Serie A
Calvin Bassey,NGA,Fulham,23,1999,25.6,1901,305,1054,830,37,9,1901,14,11,78.6,2,14.3,1179,6037,3035,15,11,2,12,8,1291,4,,Defender,Premier League
Alessandro Bastoni,ITA,Inter,24,1999,25.2,2127,209,769,986,388,35,2127,19,10,52.6,8,42.1,1434,7294,4361,63,66,6,12,10,1612,77,,Defender,Serie A
Simone Bastoni,ITA,Empoli,26,1996,8.3,464,29,123,216,132,12,464,9,4,44.4,5,55.6,206,995,465,12,11,0,12,9,240,26,Defender,Midfielder,Serie A
Augusto Batalla,ARG,Granada,27,1996,17.0,734,581,719,14,2,2,734,3,3,100.0,0,0.0,408,2194,1348,0,0,0,1,0,301,1,,Goalkeeper,La Liga
Daniel Batz,GER,Mainz 05,32,1991,4.0,166,124,162,4,0,0,166,0,0,0,0,0,84,433,265,0,0,0,0,0,91,0,,Goalkeeper,Bundesliga
Maximilian Bauer,GER,Augsburg,23,2000,9.0,586,56,312,238,38,5,586,3,2,66.7,1,33.3,350,1664,896,2,4,0,6,0,373,1,,Defender,Bundesliga
Elias Baum,GER,Eint Frankfurt,17,2005,0.3,26,2,7,18,1,0,26,2,0,0.0,2,100.0,13,52,21,0,0,0,2,1,15,2,Midfielder,Defender,Bundesliga
Oliver Baumann,GER,Hoffenheim,33,1990,34.0,1521,1225,1492,31,0,0,1521,0,0,0,0,0,817,3787,2092,0,0,0,0,0,735,0,,Goalkeeper,Bundesliga
Christoph Baumgartner,AUT,RB Leipzig,23,1999,12.9,662,17,94,305,275,67,662,37,18,48.6,15,40.5,390,2146,1252,36,31,13,38,28,479,86,Forward,Midfielder,Bundesliga
Bebé,CPV,Rayo Vallecano,33,1990,2.4,145,2,8,55,88,7,144,22,12,54.5,9,40.9,85,848,390,17,10,5,10,3,97,24,Forward,Midfielder,La Liga
Ihlas Bebou,TOG,Hoffenheim,29,1994,18.2,755,18,101,272,393,76,755,63,26,41.3,32,50.8,430,2222,1052,42,36,22,63,25,516,145,Defender,Forward,Bundesliga
Mohamed Bechikh,FRA,Strasbourg,18,2005,0.2,10,0,0,9,1,0,10,2,0,0.0,2,100.0,5,42,24,0,0,0,1,0,7,3,Midfielder,Forward,Ligue 1
Adrian Beck,GER,Heidenheim,26,1997,10.8,560,12,96,304,169,31,560,34,21,61.8,13,38.2,314,1759,702,17,12,0,25,18,341,43,Forward,Midfielder,Bundesliga
Owen Beck,WAL,Liverpool,20,2002,0.1,8,0,3,4,2,0,8,1,0,0.0,1,100.0,4,43,1,0,0,0,1,0,4,1,,Defender,Premier League
Sheraldo Becker,SUR,Real Sociedad,28,1995,8.6,300,0,13,85,207,42,300,8,4,50.0,3,37.5,178,1223,591,28,9,8,15,5,232,87,Midfielder,Forward,La Liga
Sheraldo Becker,SUR,Union Berlin,28,1995,7.2,347,6,33,112,208,24,347,14,6,42.9,8,57.1,198,1490,737,32,17,7,14,4,233,73,Midfielder,Forward,Bundesliga
Chris Bedia,CIV,Union Berlin,27,1996,1.6,40,2,2,17,23,8,40,2,2,100.0,0,0.0,23,80,31,1,1,1,6,1,30,6,Midfielder,Forward,Bundesliga
Donny van de Beek,NED,Manchester Utd,26,1997,0.0,4,0,0,2,2,2,4,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,,Defender,Premier League
Donny van de Beek,NED,Eint Frankfurt,26,1997,4.0,173,2,30,94,50,12,173,6,3,50.0,3,50.0,95,445,112,2,2,0,6,3,113,12,Forward,Midfielder,Bundesliga
Yanis Begraoui,MAR,Toulouse,22,2001,3.3,149,5,20,69,65,15,149,9,7,77.8,2,22.2,113,692,266,9,6,2,12,6,107,30,Midfielder,Forward,Ligue 1
Kevin Behrens,GER,Wolfsburg,32,1991,6.8,239,5,12,97,132,30,239,8,3,37.5,5,62.5,110,391,143,7,3,3,15,10,175,41,,Forward,Bundesliga
Kevin Behrens,GER,Union Berlin,32,1991,14.0,499,21,43,226,235,69,499,7,4,57.1,3,42.9,244,985,342,11,13,4,39,12,372,93,,Forward,Bundesliga
Maximilian Beier,GER,Hoffenheim,20,2002,26.9,872,14,61,315,505,145,872,87,33,37.9,45,51.7,547,2949,1373,61,32,36,79,32,628,224,Midfielder,Forward,Bundesliga
Jérémie Bela,ANG,Clermont Foot,30,1993,2.3,121,3,7,59,58,3,121,7,4,57.1,3,42.9,94,664,340,14,9,0,4,3,99,33,Forward,Midfielder,Ligue 1
Reda Belahyane,FRA,Hellas Verona,19,2004,1.0,35,2,10,20,6,0,35,0,0,0,0,0,20,92,27,1,1,0,1,1,22,2,,Midfielder,Serie A
Reda Belahyane,FRA,Nice,19,2004,0.3,18,1,1,12,5,0,18,1,1,100.0,0,0.0,13,87,63,1,0,0,0,0,10,0,,Midfielder,Ligue 1
Amari'i Bell,JAM,Luton Town,29,1994,19.1,1070,101,480,486,117,5,1070,27,10,37.0,15,55.6,584,3640,2020,32,25,1,18,5,607,10,,Defender,Premier League
Stefan Bell,GER,Mainz 05,31,1991,7.4,431,51,231,182,20,8,431,2,2,100.0,0,0.0,223,846,336,0,1,0,2,1,270,2,,Defender,Bundesliga
Alaa Bellaarouch,MAR,Strasbourg,21,2002,15.0,542,413,540,3,0,0,542,0,0,0,0,0,415,2305,1282,0,1,1,0,0,300,0,,Goalkeeper,Ligue 1
Raoul Bellanova,ITA,Torino,23,2000,33.8,1871,57,403,812,678,60,1871,98,43,43.9,35,35.7,1106,7714,3913,141,57,17,45,23,1217,202,,Defender,Serie A
Jean-Ricner Bellegarde,FRA,Wolves,25,1998,10.6,478,25,86,201,199,30,478,39,17,43.6,17,43.6,268,1850,880,30,28,5,25,19,302,49,Forward,Midfielder,Premier League
Jean-Ricner Bellegarde,FRA,Strasbourg,25,1998,3.0,135,2,27,68,44,5,135,15,8,53.3,5,33.3,102,751,275,9,7,1,6,13,88,10,Forward,Midfielder,Ligue 1
Héctor Bellerín,ESP,Betis,28,1995,19.0,1170,53,349,544,286,24,1170,48,17,35.4,30,62.5,580,3153,1735,32,25,7,26,17,682,80,,Defender,La Liga
Jude Bellingham,ENG,Real Madrid,20,2003,25.7,1897,21,202,978,746,135,1896,97,50,51.5,35,36.1,1235,6812,3434,85,73,26,53,40,1554,177,,Midfielder,La Liga
Jeanuël Belocian,FRA,Rennes,18,2005,16.1,1002,104,385,492,129,5,1002,8,5,62.5,2,25.0,739,4456,2252,16,24,0,8,4,685,37,,Defender,Ligue 1
Andrea Belotti,ITA,Fiorentina,29,1993,10.5,302,6,14,135,156,47,302,6,1,16.7,3,50.0,158,753,237,10,4,4,23,13,221,60,,Forward,Serie A
Andrea Belotti,ITA,Roma,29,1993,7.5,238,3,17,116,107,34,238,15,7,46.7,6,40.0,160,850,350,15,9,6,21,12,186,49,,Forward,Serie A
Fran Beltrán,ESP,Celta Vigo,24,1999,27.0,1593,50,326,985,297,12,1593,24,12,50.0,12,50.0,937,4446,2041,28,33,2,28,20,1060,30,,Midfielder,La Liga
Lucas Beltrán,ARG,Fiorentina,22,2001,18.8,668,16,49,280,342,88,667,31,12,38.7,17,54.8,384,1500,542,12,10,6,56,31,478,113,Midfielder,Forward,Serie A
Eliesse Ben Seghir,MAR,Monaco,18,2005,4.8,291,3,25,128,144,24,291,26,6,23.1,17,65.4,241,1567,682,26,19,6,8,8,237,56,Forward,Midfielder,Ligue 1
Anis Ben Slimane,TUN,Sheffield Utd,22,2001,4.7,216,15,46,108,65,12,216,17,2,11.8,13,76.5,109,452,168,3,8,3,8,12,120,21,,Midfielder,Premier League
Wissam Ben Yedder,FRA,Monaco,32,1990,25.7,958,0,33,411,523,154,957,46,17,37.0,27,58.7,757,3916,1391,52,31,23,49,39,747,229,,Forward,Ligue 1
Carlos Benavídez,URU,Alavés,25,1998,12.6,628,35,173,348,113,11,628,4,2,50.0,2,50.0,222,1090,508,9,10,1,11,5,286,5,,Midfielder,La Liga
Ismaël Bennacer,ALG,Milan,25,1997,12.8,943,20,158,556,240,15,942,30,17,56.7,10,33.3,554,2959,1211,24,21,3,17,18,687,33,,Midfielder,Serie A
Saïd Benrahma,ALG,West Ham,27,1995,6.9,355,11,65,128,168,35,354,38,14,36.8,21,55.3,238,1687,790,28,17,15,14,8,245,70,Midfielder,Forward,Premier League
Saïd Benrahma,ALG,Lyon,27,1995,8.6,447,5,47,141,266,36,447,35,18,51.4,16,45.7,350,2324,1178,46,15,15,23,24,334,113,Midfielder,Forward,Ligue 1
Ramy Bensebaini,ALG,Dortmund,28,1995,11.5,1000,58,288,522,202,19,1000,17,16,94.1,0,0.0,575,2507,1200,17,22,1,19,3,653,63,,Defender,Bundesliga
Nabil Bentaleb,ALG,Lille,28,1994,21.9,1667,84,406,1120,155,6,1667,19,14,73.7,4,21.1,1287,5606,2066,11,28,1,27,18,1202,17,,Midfielder,Ligue 1
Rodrigo Bentancur,URU,Tottenham,26,1997,11.2,931,36,174,512,250,29,931,21,11,52.4,8,38.1,573,2769,1148,16,22,2,16,19,730,31,,Midfielder,Premier League
Daniel Bentley,ENG,Wolves,30,1993,4.3,151,120,149,2,0,0,151,0,0,0,0,0,66,318,181,0,0,0,0,0,76,0,,Goalkeeper,Premier League
Lucas Beraldo,BRA,Paris S-G,19,2003,11.2,1056,80,410,592,58,5,1056,4,3,75.0,1,25.0,832,4228,2168,7,22,0,2,2,777,2,,Defender,Ligue 1
Domenico Berardi,ITA,Sassuolo,28,1994,15.9,829,9,67,340,430,63,824,28,11,39.3,14,50.0,496,2734,1220,38,26,14,31,24,607,123,,Forward,Serie A
Yuri Berchiche,ESP,Athletic Club,33,1990,21.4,1504,78,437,754,327,34,1504,13,9,69.2,2,15.4,767,3300,1786,36,31,5,12,10,843,77,,Defender,La Liga
Álex Berenguer,ESP,Athletic Club,28,1995,17.7,818,17,87,259,480,74,816,61,21,34.4,35,57.4,442,2812,1430,61,35,23,42,36,522,143,,Forward,La Liga
Bartosz Bereszyński,POL,Empoli,31,1992,19.6,1048,74,374,537,147,3,1048,27,13,48.1,11,40.7,485,2551,1219,15,10,3,19,6,539,18,,Defender,Serie A
Jóhann Berg Guðmundsson,ISL,Burnley,32,1990,13.2,656,25,108,284,268,26,656,16,5,31.3,7,43.8,371,1836,605,13,13,2,20,15,420,69,Forward,Midfielder,Premier League
Sander Berge,NOR,Burnley,25,1998,33.4,1887,133,494,997,414,41,1887,41,20,48.8,16,39.0,1076,6419,3091,64,57,9,23,23,1233,29,,Midfielder,Premier League
Etrit Berisha,ALB,Empoli,34,1989,14.0,532,456,530,2,0,0,532,0,0,0,0,0,314,1627,997,0,0,0,1,0,245,0,,Goalkeeper,Serie A
Medon Berisha,ALB,Lecce,19,2003,2.3,111,3,23,72,19,3,111,5,1,20.0,2,40.0,71,374,123,3,2,0,2,2,86,3,Midfielder,Forward,Serie A
Mergim Berisha,GER,Hoffenheim,25,1998,1.6,55,1,5,18,33,9,55,2,2,100.0,0,0.0,42,189,96,2,1,1,8,8,44,13,,Forward,Bundesliga
Mergim Berisha,GER,Augsburg,25,1998,1.4,28,4,5,9,14,3,28,2,0,0.0,2,100.0,18,96,53,3,1,1,1,1,20,5,,Forward,Bundesliga
Isaac Bernal,ESP,Sevilla,23,2000,11.5,370,9,35,143,202,63,370,31,13,41.9,16,51.6,195,1216,657,31,12,14,42,9,248,64,,Forward,La Liga
